,e401k,inc,marr,male,age,fsize,nettfa,p401k,pira,incsq,agesq
429,0,44.475,1,0,37,2,0.749,0,0,1978.0255,1369
430,0,29.364,0,0,30,1,-9.1,0,0,862.2445,900
431,1,33.54,1,0,55,2,18.549,1,1,1124.9316,3025
432,0,27.561,1,0,50,4,0.84,0,0,759.60876,2500
433,1,29.466,0,1,43,2,123.639,1,1,868.2451,1849
434,0,139.137,1,1,46,2,9.0,0,0,19359.104,2116
435,0,20.43,0,0,49,1,0.5,0,0,417.38492,2401
436,0,18.015,0,1,31,1,2.0,0,0,324.5402,961
437,1,34.671,0,1,33,1,-11.4,1,0,1202.0784,1089
438,1,65.556,1,0,34,4,9.145,1,0,4297.589,1156
439,0,20.43,0,0,30,1,0.499,0,0,417.38492,900
440,1,22.527,0,0,43,1,1.149,0,0,507.46576,1849
441,1,54.075,0,1,41,1,68.449,1,0,2924.1057,1681
442,0,12.243,0,0,36,2,0.299,0,0,149.89105,1296
443,1,10.368,1,0,40,3,4.947,1,1,107.49542,1600
444,1,14.04,0,0,40,2,1.0,1,0,197.1216,1600
445,1,43.314,1,1,30,2,4.5,0,0,1876.1025,900
446,0,29.616,0,0,62,2,5.071,0,1,877.1074,3844
447,0,26.88,1,0,62,3,99.35,0,0,722.53436,3844
448,0,18.999,0,1,25,2,-3.05,0,0,360.96204,625
449,0,25.5,1,0,28,4,2.4,0,0,650.25,784
450,1,52.962,1,0,33,3,-9.8,0,0,2804.9736,1089
451,1,20.568,1,0,47,2,-0.064,0,0,423.04266,2209
452,0,35.493,1,0,26,4,-2.32,0,0,1259.753,676
453,1,50.163,0,0,55,3,53.525,1,0,2516.3264,3025
454,1,64.104,1,0,36,5,51.2,1,0,4109.3223,1296
455,0,38.94,1,0,61,3,36.5,0,1,1516.3235,3721
456,1,35.652,0,0,44,2,-3.2,0,0,1271.0652,1936
457,0,12.375,1,0,26,4,-0.6,0,0,153.14062,676
458,0,13.728,1,0,44,5,-4.108,0,0,188.45798,1936
459,0,17.229,0,0,33,2,0.374,0,0,296.83844,1089
460,0,15.888,0,1,27,2,-0.15,0,0,252.42853,729
461,1,119.364,1,0,50,2,72.1,0,1,14247.764,2500
462,1,65.844,1,0,40,3,6.599,0,1,4335.4326,1600
463,0,34.686,1,0,44,5,-39.915,0,0,1203.1187,1936
464,0,21.948,0,0,54,1,20.75,0,1,481.7147,2916
465,0,23.634,0,0,48,2,0.0,0,0,558.566,2304
466,0,34.68,1,0,40,5,1.6,0,0,1202.7024,1600
467,0,35.616,0,0,42,1,42.499,0,1,1268.4995,1764
468,1,59.34,1,0,63,2,21.299,1,1,3521.2356,3969
469,0,21.6,1,0,28,4,-0.8,0,0,466.56003,784
470,0,49.002,1,0,61,5,-29.001,0,0,2401.1958,3721
471,1,136.389,1,1,60,2,141.223,1,1,18601.96,3600
472,0,28.83,0,1,26,1,6.899,0,1,831.1689,676
473,1,27.105,0,0,42,2,-5.52,1,0,734.681,1764
474,0,31.698,0,0,25,1,-2.97,0,0,1004.7632,625
475,1,32.244,1,1,35,2,2.14,1,1,1039.6755,1225
476,1,53.1,1,0,34,4,6.2,1,0,2819.6099,1156
477,1,36.939,0,1,42,1,2.4,1,0,1364.4896,1764
478,0,27.0,1,0,55,2,54.997,0,1,729.0,3025
479,1,34.329,0,0,36,1,-0.03,0,0,1178.4801,1296
480,1,71.844,1,0,43,4,50.594,1,1,5161.5605,1849
481,1,84.504,1,1,38,3,-9.087,0,0,7140.926,1444
482,0,45.549,1,0,60,2,23.309,0,0,2074.7114,3600
483,0,16.2,0,0,27,1,0.0,0,0,262.44003,729
484,1,18.012,0,1,38,1,3.487,1,0,324.4321,1444
485,1,75.003,1,1,54,2,156.498,1,1,5625.4497,2916
486,0,52.995,1,0,37,4,8.249,0,1,2808.47,1369
487,1,47.664,1,0,37,3,32.5,1,0,2271.857,1369
488,0,28.56,1,0,33,4,0.3,0,0,815.6736,1089
489,1,65.847,1,0,27,2,12.625,1,0,4335.8276,729
490,1,60.27,1,0,28,2,7.3,1,0,3632.473,784
491,0,137.16,1,0,51,3,5.004,0,1,18812.867,2601
492,1,25.638,1,0,55,2,0.2,0,0,657.30707,3025
493,0,59.199,1,0,26,2,-17.975,0,0,3504.5217,676
494,0,56.691,1,0,27,2,9.699,0,1,3213.8696,729
495,0,36.42,0,0,56,1,4.999,0,0,1326.4163,3136
496,0,13.572,0,0,41,2,0.0,0,0,184.19917,1681
497,1,54.492,1,0,49,2,25.124,0,1,2969.3782,2401
498,0,23.463,0,1,43,1,-4.811,0,0,550.5123,1849
499,0,33.759,1,0,35,3,-2.051,0,0,1139.67,1225
500,1,47.928,1,1,34,3,6.4,0,1,2297.0933,1156
501,1,46.533,1,0,36,6,-14.3,1,0,2165.32,1296
502,1,48.138,1,0,62,3,77.9,1,1,2317.267,3844
503,0,23.535,0,0,62,1,137.8,0,1,553.89624,3844
504,1,62.355,1,0,34,4,-4.0,0,0,3888.146,1156
505,0,30.432,1,0,64,2,76.0,0,1,926.10657,4096
506,1,18.258,0,0,25,1,0.1,0,0,333.35455,625
507,1,24.624,0,1,50,1,17.105,1,1,606.34143,2500
508,1,70.374,1,0,46,5,34.9,0,0,4952.5,2116
509,0,26.52,0,0,25,4,0.0,0,0,703.3104,625
510,1,100.53,1,0,47,4,242.0,1,1,10106.28,2209
511,0,44.22,1,0,46,3,21.862,0,1,1955.4084,2116
512,0,33.687,1,0,47,4,33.0,0,1,1134.814,2209
513,0,14.997,1,0,32,12,0.036,0,0,224.91,1024
514,0,31.956,0,0,38,3,-4.325,0,0,1021.1859,1444
515,0,69.555,1,0,49,4,-15.141,0,0,4837.898,2401
516,0,28.902,0,0,37,2,0.0,0,0,835.3256,1369
517,1,24.156,0,0,29,1,0.599,0,0,583.5123,841
518,0,13.41,0,0,27,2,7.62,0,0,179.8281,729
519,0,50.439,1,0,53,3,9.675,0,1,2544.0925,2809
520,0,16.71,0,1,55,1,0.0,0,0,279.22406,3025
521,0,69.375,0,1,42,1,2.9,0,0,4812.8906,1764
522,1,40.152,1,0,57,3,97.899,1,1,1612.1831,3249
523,0,33.681,1,0,55,5,3.5,0,1,1134.4098,3025
524,1,50.742,1,0,50,2,75.149,1,0,2574.7507,2500
525,0,16.215,1,0,32,8,-0.4,0,0,262.92624,1024
526,0,15.198,0,0,44,3,0.9,0,0,230.9792,1936
527,1,54.594,1,1,40,4,8.349,1,0,2980.5051,1600
528,1,78.45,1,0,37,3,36.998,1,0,6154.402,1369
529,0,100.692,1,0,39,6,56.5,0,0,10138.879,1521
530,0,104.802,1,0,51,2,106.0,0,1,10983.46,2601
531,1,192.99,1,0,49,3,122.0,1,1,37245.14,2401
532,0,25.773,1,0,46,2,-9.5,0,0,664.24756,2116
533,0,32.154,1,0,27,3,-0.296,0,0,1033.8796,729
534,0,73.785,1,0,46,4,13.209,0,1,5444.2266,2116
535,1,101.589,1,1,45,5,-8.334,1,1,10320.324,2025
536,0,31.008,1,0,54,2,15.5,0,1,961.49603,2916
537,0,46.221,1,0,55,3,-336.789,0,1,2136.3809,3025
538,0,17.403,0,0,62,1,11.137,0,0,302.8644,3844
539,1,12.399,0,0,46,1,13.486,1,0,153.7352,2116
540,0,35.058,1,0,30,2,-10.525,0,0,1229.0632,900
541,1,24.114,1,0,50,6,-2.91,1,0,581.485,2500
542,1,28.98,1,0,34,6,0.35,0,0,839.8404,1156
543,1,35.7,0,0,50,1,41.75,1,0,1274.4901,2500
544,1,43.275,1,0,27,3,18.8,1,0,1872.7257,729
545,0,11.253,0,0,42,5,-1.5,0,0,126.63001,1764
546,0,24.6,0,1,28,3,-2.5,0,0,605.16003,784
547,0,14.7,0,0,43,2,-3.5,0,0,216.09,1849
548,0,43.521,1,0,32,4,3.5,0,0,1894.0774,1024
549,0,57.0,1,0,30,2,-10.275,0,0,3249.0,900
550,0,18.81,1,0,27,2,26.2,0,1,353.81607,729
551,1,48.819,1,0,36,5,5.905,0,0,2383.2947,1296
552,1,68.949,1,0,39,5,46.5,1,1,4753.9644,1521
553,0,24.942,0,1,26,4,4.799,0,0,622.10333,676
554,1,35.706,1,1,37,4,28.049,1,0,1274.9186,1369
555,0,16.26,0,1,47,2,1.7,0,0,264.3876,2209
556,0,28.56,1,0,45,6,0.05,0,0,815.6736,2025
557,1,16.8,0,1,61,4,45.0,1,0,282.23996,3721
558,0,25.56,1,0,31,3,16.5,0,0,653.3136,961
559,1,35.082,1,0,48,4,-2.485,0,0,1230.7468,2304
560,1,44.88,1,0,39,4,14.74,1,0,2014.2145,1521
561,0,14.895,0,1,25,1,-0.1,0,0,221.86104,625
562,0,28.191,1,0,52,3,-1.0,0,0,794.7325,2704
563,0,15.966,0,0,30,1,0.0,0,0,254.91315,900
564,0,59.34,1,0,40,4,140.6,0,1,3521.2356,1600
565,0,47.019,0,1,49,3,129.12,0,0,2210.7864,2401
566,0,12.048,0,0,54,2,-4.8,0,0,145.15431,2916
567,0,11.22,1,0,25,4,0.0,0,0,125.888405,625
568,0,65.028,1,0,62,2,47.7,0,1,4228.6406,3844
569,1,53.67,1,0,36,3,14.099,1,0,2880.4688,1296
570,1,13.596,1,0,61,2,54.249,1,1,184.85121,3721
571,1,28.872,1,1,36,3,2.785,1,0,833.59235,1296
572,0,10.56,1,0,30,5,-8.55,0,0,111.51361,900
573,0,25.8,0,1,28,1,10.01,0,0,665.63995,784
574,1,51.051,1,0,31,4,-0.39,1,0,2606.2043,961
575,0,25.068,1,0,42,7,1.449,0,0,628.40466,1764
576,0,34.794,1,0,25,3,-0.45,0,0,1210.6223,625
577,1,28.635,0,1,31,1,5.0,0,0,819.96326,961
578,0,54.063,1,0,49,4,2.175,0,0,2922.8079,2401
579,0,43.281,1,0,29,3,1.368,0,1,1873.2448,841
580,0,12.555,0,0,25,2,-10.25,0,0,157.62804,625
581,0,25.5,1,0,62,3,-1.3,0,0,650.25,3844
582,1,26.868,0,0,37,4,3.2,1,0,721.8894,1369
583,0,20.331,0,0,42,3,-2.252,0,0,413.34955,1764
584,0,20.475,1,0,31,1,-0.1,0,0,419.22565,961
585,0,36.474,0,1,34,1,1.1,0,0,1330.3527,1156
586,0,33.225,1,0,33,5,16.975,0,0,1103.9005,1089
587,1,25.068,1,0,34,5,8.025,1,0,628.40466,1156
588,0,28.182,0,1,47,1,19.599,0,0,794.2251,2209
589,0,32.676,0,0,40,3,9.0,0,0,1067.721,1600
590,1,49.044,1,0,43,6,24.278,1,1,2405.3137,1849
591,0,36.012,1,0,32,8,-10.4,0,0,1296.8643,1024
592,0,13.215,0,0,48,3,0.949,0,0,174.63623,2304
593,0,11.1,1,0,32,5,5.0,0,0,123.21001,1024
594,1,12.75,1,0,41,6,0.725,0,0,162.5625,1681
595,0,10.5,1,0,43,5,0.0,0,0,110.25,1849
596,1,24.045,0,0,36,1,0.14,1,0,578.16205,1296
597,1,66.801,1,0,40,3,295.898,1,1,4462.374,1600
598,0,43.968,1,0,37,4,11.199,0,1,1933.1849,1369
599,0,38.124,1,0,64,2,45.9,0,1,1453.4395,4096
600,1,45.75,0,1,33,1,21.5,1,0,2093.0625,1089
601,0,35.73,1,0,37,3,-9.176,0,0,1276.6328,1369
602,0,26.094,1,0,36,5,-1.15,0,0,680.89685,1296
603,0,19.2,0,1,31,3,-9.4,0,0,368.64,961
604,0,19.17,0,0,41,1,-6.9,0,0,367.4889,1681
605,1,100.287,0,1,39,1,259.198,1,1,10057.482,1521
606,1,36.963,0,1,33,1,5.696,1,0,1366.2634,1089
607,1,24.945,0,0,38,1,2.85,1,0,622.253,1444
608,0,48.732,1,0,53,2,149.601,0,1,2374.8076,2809
609,0,27.792,1,1,35,5,1.0,0,0,772.39526,1225
610,1,25.74,1,0,31,3,-4.83,1,0,662.5476,961
611,0,22.752,0,0,40,4,-6.7,0,0,517.65356,1600
612,1,64.974,1,0,38,2,29.13,1,1,4221.6206,1444
613,1,50.07,1,0,37,4,2.75,1,0,2507.005,1369
614,0,14.97,1,0,49,4,2.099,0,0,224.1009,2401
615,1,42.834,1,0,36,4,53.421,1,0,1834.7515,1296
616,1,73.707,1,0,32,5,-10.55,0,0,5432.722,1024
617,0,42.738,1,0,26,3,1.024,0,0,1826.5365,676
618,0,42.555,1,0,31,3,-101.436,0,0,1810.9281,961
619,0,29.16,0,0,28,1,2.6,0,0,850.3056,784
620,0,68.439,1,0,29,3,24.35,0,0,4683.897,841
621,1,17.214,0,0,48,1,12.048,1,0,296.3218,2304
622,1,36.084,0,0,28,3,3.35,1,0,1302.055,784
623,1,98.292,1,1,42,4,351.62,1,1,9661.317,1764
624,1,33.816,1,1,58,3,3.6,1,0,1143.522,3364
625,1,65.601,1,0,48,5,42.2,0,0,4303.4907,2304
626,1,45.486,0,0,46,1,16.05,1,0,2068.9763,2116
627,0,91.692,1,0,56,2,47.0,0,0,8407.423,3136
628,0,33.777,1,0,57,3,42.4,0,1,1140.8857,3249
629,1,57.72,1,1,37,2,3.6,1,0,3331.5986,1369
630,1,45.744,1,0,44,5,2.8,0,0,2092.5134,1936
631,0,28.32,0,0,37,3,-9.0,0,0,802.0224,1369
632,1,47.238,0,1,41,1,63.7,1,1,2231.4285,1681
633,0,37.569,1,0,39,4,-6.301,0,0,1411.4298,1521
634,0,39.546,0,1,56,1,65.897,0,1,1563.8862,3136
635,1,111.978,1,0,42,4,96.6,1,1,12539.071,1764
636,0,18.378,1,0,30,4,-1.12,0,0,337.7509,900
637,0,33.636,1,0,61,2,86.999,0,1,1131.3806,3721
638,0,42.744,1,0,61,3,29.2,0,1,1827.0494,3721
639,0,23.052,0,0,61,2,-1.05,0,0,531.3947,3721
640,0,40.5,1,0,62,3,44.763,0,1,1640.25,3844
641,0,16.218,0,1,40,1,1.0,0,0,263.02353,1600
642,0,32.4,0,0,55,4,-0.4,0,0,1049.7601,3025
643,0,21.267,0,0,28,1,3.55,0,0,452.2853,784
644,0,16.203,1,1,29,4,0.0,0,0,262.53717,841
645,0,17.793,0,1,25,1,15.6,0,0,316.59082,625
646,1,63.954,1,0,42,6,-25.57,0,0,4090.114,1764
647,0,15.3,0,0,31,4,-0.523,0,0,234.09001,961
648,1,42.513,1,0,28,4,19.0,1,0,1807.3552,784
649,1,27.111,1,0,41,4,23.312,1,0,735.00635,1681
650,0,45.654,1,0,27,3,6.757,0,0,2084.2876,729
651,1,41.634,1,0,42,4,17.099,0,0,1733.3899,1764
652,1,51.141,1,0,41,4,0.375,0,0,2615.4019,1681
653,0,17.022,0,0,34,1,-27.77,0,0,289.74847,1156
654,0,33.63,1,0,29,4,2.75,0,0,1130.9769,841
655,0,33.543,1,0,34,4,-1.55,0,0,1125.1328,1156
656,1,58.026,1,0,36,4,12.148,0,1,3367.0168,1296
657,0,25.527,0,0,45,2,0.915,0,1,651.62775,2025
658,1,39.453,1,0,32,3,0.48,0,1,1556.5392,1024
659,1,98.034,1,0,48,4,32.29,1,1,9610.664,2304
660,1,50.262,1,0,34,4,15.0,0,0,2526.2688,1156
661,1,41.124,1,0,44,3,8.774,0,0,1691.1835,1936
662,0,37.98,1,0,54,8,4.2,0,1,1442.4803,2916
663,0,22.134,0,0,28,1,-0.994,0,0,489.914,784
664,1,62.496,1,0,27,2,8.352,0,0,3905.7498,729
665,1,37.635,1,0,50,2,5.85,1,0,1416.3931,2500
666,0,26.796,1,0,25,6,-1.431,0,0,718.0256,625
667,1,32.712,1,0,43,4,12.049,1,0,1070.0751,1849
668,1,80.7,1,0,46,4,51.0,1,1,6512.4897,2116
669,1,108.795,1,1,44,3,19.375,1,1,11836.352,1936
670,0,21.72,1,0,30,2,23.85,0,0,471.75836,900
671,1,53.664,1,0,28,3,7.5,1,0,2879.825,784
672,0,30.804,0,0,35,1,-1.6,0,0,948.8865,1225
673,0,47.16,1,0,31,2,16.055,0,0,2224.0657,961
674,1,54.996,1,0,37,4,-4.3,0,0,3024.5598,1369
675,1,91.689,1,0,41,5,72.475,1,1,8406.873,1681
676,0,41.658,0,0,49,1,1.499,0,0,1735.389,2401
677,0,17.619,1,0,64,5,-0.45,0,0,310.42914,4096
678,0,66.0,0,1,34,1,25.29,0,0,4356.0,1156
679,1,23.634,1,0,51,4,2.195,0,0,558.566,2601
680,1,33.375,1,0,29,4,15.0,1,0,1113.8906,841
681,0,38.04,0,1,57,1,79.998,0,1,1447.0416,3249
682,0,33.093,1,0,26,2,-2.5,0,0,1095.1466,676
683,0,80.613,1,0,38,4,54.0,0,1,6498.4556,1444
684,0,55.68,1,0,32,5,1.163,0,0,3100.2625,1024
685,1,55.464,1,0,40,5,67.703,1,0,3076.2554,1600
686,1,38.316,0,0,42,3,-10.8,0,0,1468.116,1764
687,1,79.206,1,0,32,2,32.292,1,0,6273.591,1024
688,0,26.664,0,0,59,1,5.855,0,0,710.9689,3481
689,0,15.33,0,1,47,2,0.499,0,0,235.0089,2209
690,0,35.643,1,0,29,5,-2.0,0,0,1270.4236,841
691,0,18.9,0,1,49,1,0.0,0,0,357.21,2401
692,1,21.42,1,0,29,3,-0.225,1,0,458.8164,841
693,0,51.981,1,0,58,5,17.496,0,0,2702.0242,3364
694,1,39.168,1,0,36,4,80.6,1,0,1534.1322,1296
695,0,20.97,0,0,62,1,11.983,0,0,439.74088,3844
696,0,12.483,0,1,37,1,55.5,0,0,155.82529,1369
697,1,11.349,0,0,33,4,-7.0,0,0,128.7998,1089
698,1,26.73,0,0,25,1,15.5,1,0,714.49286,625
699,1,34.803,1,0,56,2,24.699,1,1,1211.2489,3136
700,1,143.781,1,0,29,3,8.25,1,0,20672.979,841
701,1,25.641,0,0,37,4,60.7,1,0,657.46094,1369
702,0,20.703,0,0,54,2,2.491,0,0,428.61417,2916
703,1,51.18,0,0,44,4,-7.4,0,0,2619.3923,1936
704,0,11.913,0,0,48,1,-5.226,0,0,141.91957,2304
705,0,58.992,0,1,46,1,6.0,0,1,3480.0562,2116
706,0,41.316,1,0,42,4,3.5,0,0,1707.012,1764
707,0,21.021,1,1,29,3,-1.502,0,0,441.88245,841
708,1,55.296,0,1,50,1,149.7,1,1,3057.6477,2500
709,0,55.62,1,0,31,4,-3.395,0,0,3093.5842,961
710,1,72.0,1,0,44,8,106.3,1,0,5184.0,1936
711,0,18.888,0,0,62,1,2.0,0,0,356.75656,3844
712,1,42.915,0,0,49,3,4.975,1,1,1841.6973,2401
713,0,21.6,0,1,38,1,0.0,0,0,466.56003,1444
714,1,52.737,1,1,33,2,4.766,1,1,2781.1912,1089
715,1,39.12,1,0,39,7,5.0,1,0,1530.3743,1521
716,0,68.229,0,1,28,1,-19.45,0,0,4655.196,784
717,0,20.583,0,0,43,4,-4.3,0,0,423.65988,1849
718,1,30.102,1,0,52,3,8.85,1,0,906.1304,2704
719,0,25.2,0,0,27,1,-1.35,0,0,635.04004,729
720,0,44.616,1,0,54,3,0.0,0,0,1990.5875,2916
721,1,62.64,1,0,31,2,29.5,0,1,3923.7695,961
722,1,32.838,0,0,49,1,42.498,1,1,1078.3344,2401
723,1,40.677,1,0,40,4,5.863,1,1,1654.6182,1600
724,1,25.731,0,1,35,3,3.2,0,0,662.0844,1225
725,1,16.371,0,0,35,3,-1.55,0,0,268.00964,1225
726,0,49.05,1,0,61,4,20.7,0,0,2405.9023,3721
727,0,59.4,0,0,41,1,52.15,0,0,3528.36,1681
728,0,33.219,1,0,30,2,-1.563,0,0,1103.5021,900
729,1,33.174,1,0,25,3,3.836,0,0,1100.5143,625
730,1,28.785,0,0,59,1,164.7,1,1,828.57623,3481
731,1,52.263,1,0,40,4,-6.1,0,0,2731.4211,1600
732,0,63.3,1,0,45,2,0.29,0,1,4006.89,2025
733,0,15.135,1,0,44,5,0.4,0,0,229.06824,1936
734,0,17.856,1,0,29,9,0.0,0,0,318.83676,841
735,1,50.4,1,0,35,2,45.5,0,0,2540.1602,1225
736,0,27.516,1,0,50,2,54.5,0,1,757.1303,2500
737,1,13.101,0,1,34,1,-7.5,0,0,171.6362,1156
738,0,57.87,1,0,29,4,2.0,0,0,3348.9368,841
739,0,32.871,1,0,31,4,0.515,0,0,1080.5026,961
740,0,67.746,1,0,52,3,-5.901,0,0,4589.521,2704
741,1,45.21,1,0,36,6,7.92,1,0,2043.944,1296
742,0,27.852,1,0,38,4,0.1,0,0,775.7339,1444
743,0,65.262,1,0,25,2,-3.899,0,0,4259.129,625
744,1,32.1,1,0,57,2,18.799,1,0,1030.4099,3249
745,0,34.386,1,0,36,4,0.1,0,0,1182.3971,1296
746,0,20.313,1,1,29,3,0.21,0,0,412.61795,841
747,0,26.916,0,1,48,1,47.488,0,1,724.47107,2304
748,0,79.323,1,0,59,2,95.299,0,1,6292.138,3481
749,0,45.81,1,0,41,4,1.7,0,1,2098.5562,1681
750,1,11.49,0,0,56,2,0.5,0,0,132.0201,3136
751,0,21.603,0,0,39,3,-11.551,0,0,466.68964,1521
752,0,20.667,1,0,34,4,4.572,0,1,427.12488,1156
753,0,13.5,0,0,51,2,0.0,0,0,182.25,2601
754,0,42.009,0,0,39,1,17.0,0,1,1764.756,1521
755,0,68.214,1,0,28,3,8.215,0,1,4653.1494,784
756,0,39.609,1,1,28,3,-3.8,0,0,1568.8729,784
757,1,55.263,0,1,37,3,1098.624,1,1,3053.9993,1369
758,0,26.958,1,0,48,3,0.049,0,0,726.73376,2304
759,0,20.787,1,0,35,3,-0.33,0,0,432.0994,1225
760,1,58.323,1,0,31,4,24.448,1,0,3401.5725,961
761,0,45.687,1,0,29,2,7.926,0,1,2087.302,841
762,0,18.423,1,0,42,4,0.0,0,0,339.40695,1764
763,0,25.215,1,0,35,2,-2.2,0,0,635.7962,1225
764,0,19.812,1,0,31,6,-3.651,0,0,392.51535,961
765,0,43.2,0,1,46,1,0.0,0,0,1866.2401,2116
766,1,101.826,1,0,54,7,46.603,1,1,10368.533,2916
767,0,34.437,1,0,48,3,-2.645,0,0,1185.907,2304
768,0,53.955,1,0,52,4,-7.0,0,0,2911.1423,2704
769,1,40.125,1,0,53,2,7.286,1,0,1610.0156,2809
770,0,49.329,1,0,32,2,-6.705,0,0,2433.35,1024
771,0,22.68,0,1,25,1,0.2,0,0,514.3824,625
772,1,38.856,1,0,39,4,9.675,1,0,1509.7887,1521
773,1,25.542,1,0,60,3,83.199,1,1,652.39374,3600
774,0,32.409,1,0,25,3,-1.775,0,0,1050.3433,625
775,0,22.956,0,0,44,2,10.299,0,0,526.9779,1936
776,1,83.496,1,0,34,4,21.549,0,0,6971.5825,1156
777,1,67.512,1,0,37,4,109.8,1,1,4557.87,1369
778,1,73.641,1,0,43,2,28.6,1,1,5422.9966,1849
779,0,58.272,0,1,62,1,39.0,0,0,3395.626,3844
780,0,28.095,1,0,40,5,0.0,0,0,789.329,1600
781,1,98.607,0,0,32,1,77.396,1,0,9723.341,1024
782,0,12.576,1,0,64,2,0.27,0,0,158.15578,4096
783,1,49.05,0,1,55,2,256.699,1,0,2405.9023,3025
784,0,44.613,1,0,30,4,3.328,0,0,1990.3197,900
785,0,24.408,0,0,42,1,-0.4,0,0,595.7505,1764
786,0,33.21,0,1,30,1,0.9,0,0,1102.904,900
787,0,15.39,0,1,25,1,2.725,0,0,236.85211,625
788,0,28.8,0,1,36,1,-3.35,0,0,829.43994,1296
789,0,10.338,1,0,48,3,-1.795,0,0,106.87425,2304
790,1,34.002,0,1,56,2,71.6,1,0,1156.136,3136
791,1,36.882,1,0,35,3,36.145,1,0,1360.282,1225
792,1,39.261,1,0,43,3,-0.3,1,0,1541.4263,1849
793,0,13.245,0,0,60,1,39.6,0,0,175.43002,3600
794,1,40.5,0,1,39,1,-12.4,1,0,1640.25,1521
795,0,32.232,0,0,50,1,14.098,0,0,1038.9017,2500
796,1,41.238,1,0,53,2,108.47,1,1,1700.5725,2809
797,1,51.528,1,0,38,6,74.6,1,0,2655.1348,1444
798,0,47.355,1,0,40,4,2.7,0,0,2242.496,1600
799,0,14.892,1,0,29,2,-1.75,0,0,221.77167,841
800,1,111.372,1,0,49,2,64.337,1,1,12403.723,2401
801,1,24.15,0,0,38,5,5.5,0,0,583.2225,1444
802,0,31.2,1,0,30,5,0.0,0,0,973.44006,900
803,1,42.804,1,0,25,2,-2.65,1,0,1832.1825,625
804,1,24.351,1,0,33,3,0.5,0,0,592.9712,1089
805,0,38.601,1,0,37,5,-4.4,0,0,1490.0374,1369
806,0,21.366,0,0,59,1,-0.75,0,0,456.50592,3481
807,1,59.667,1,0,32,2,61.0,1,0,3560.151,1024
808,0,44.4,0,1,38,1,-5.8,0,0,1971.3601,1444
809,0,23.16,0,0,55,4,30.299,0,1,536.3856,3025
810,0,26.91,1,0,52,1,15.1,0,1,724.1481,2704
811,0,15.3,0,0,53,1,-5.71,0,0,234.09001,2809
812,1,16.665,0,1,37,1,3.5,1,0,277.72226,1369
813,1,29.373,0,0,43,4,-0.8,1,0,862.7731,1849
814,0,13.566,0,0,39,2,1.5,0,0,184.03636,1521
815,1,37.965,1,0,51,4,7.6,1,0,1441.3412,2601
816,1,60.282,1,0,53,3,43.3,1,1,3633.9197,2809
817,1,47.646,1,0,54,3,100.7,1,1,2270.1414,2916
818,1,155.196,1,0,43,4,87.0,1,1,24085.799,1849
819,0,20.103,1,0,35,5,-4.823,0,0,404.13065,1225
820,1,54.96,1,0,35,4,70.05,1,1,3020.6016,1225
821,0,44.403,1,0,62,2,42.632,0,0,1971.6263,3844
822,0,36.621,1,0,40,5,-5.008,0,0,1341.0975,1600
823,0,35.439,1,0,40,3,0.869,0,0,1255.9226,1600
824,0,16.977,1,0,34,5,-3.05,0,0,288.2185,1156
825,0,19.176,1,0,48,4,-0.03,0,0,367.719,2304
826,0,22.722,0,1,30,1,0.3,0,0,516.2893,900
827,1,109.587,1,0,41,5,17.519,0,1,12009.311,1681
828,0,16.647,0,0,34,4,-2.48,0,0,277.1226,1156
829,0,29.976,1,0,36,3,-4.815,0,0,898.56055,1296
830,1,49.095,1,0,40,5,50.355,1,1,2410.319,1600
831,0,26.175,1,1,31,5,-2.171,0,0,685.1306,961
832,0,16.128,0,0,31,2,-0.193,0,0,260.1124,961
833,0,21.21,1,0,28,3,16.0,0,0,449.86407,784
834,0,28.887,1,0,28,2,-2.4,0,0,834.45874,784
835,1,68.673,1,0,48,3,36.8,1,0,4715.9805,2304
836,0,10.2,0,1,42,1,0.0,0,0,104.03999,1764
837,1,32.046,1,0,43,4,-0.751,1,0,1026.9462,1849
838,0,14.79,0,1,32,1,-0.595,0,0,218.7441,1024
839,1,36.612,1,0,43,2,-0.9,0,0,1340.4385,1849
840,0,19.125,0,1,39,4,0.0,0,0,365.76562,1521
841,0,13.026,0,1,25,1,-21.25,0,0,169.67668,625
842,0,18.516,0,1,29,1,-1.5,0,0,342.8423,841
843,0,108.87,1,0,52,2,37.878,0,1,11852.678,2704
844,0,35.61,1,0,46,2,7.2,0,0,1268.0721,2116
845,0,50.25,0,0,39,4,16.199,0,0,2525.0625,1521
846,1,59.232,0,0,34,3,36.3,1,0,3508.4297,1156
847,1,69.612,1,0,32,4,1.771,1,0,4845.8306,1024
848,1,51.9,1,0,42,3,3.0,0,0,2693.61,1764
849,1,12.6,1,0,40,2,28.269,1,0,158.76001,1600
850,1,12.291,1,0,41,5,20.0,1,0,151.0687,1681
851,1,36.42,0,0,43,1,9.5,0,0,1326.4163,1849
852,1,13.362,1,0,54,1,-1.6,0,0,178.54306,2916
853,0,29.301,0,0,56,2,13.5,0,0,858.54865,3136
854,1,44.016,1,0,42,4,-4.496,1,1,1937.4082,1764
855,1,22.413,1,0,30,4,-1.845,0,0,502.34256,900
856,0,27.246,1,0,28,4,-8.195,0,0,742.34454,784
857,0,21.639,0,0,28,2,-0.25,0,0,468.2463,784
858,0,18.861,1,0,32,5,0.0,0,0,355.73734,1024
