,state,puma,educ,lweekinc,exper,expersq
759,43,2203,13,6.3323913,32,1024
760,71,8101,16,6.645391,14,196
761,49,2502,16,5.5665812,10,100
762,41,2500,12,5.952244,10,100
763,63,800,16,6.8360114,25,625
764,62,815,14,5.2983174,24,576
765,54,300,12,6.888337,18,324
766,71,2201,16,8.740336,16,256
767,23,2302,12,5.2182746,46,2116
768,12,200,14,6.6463904,15,225
769,4,800,12,8.324821,14,196
770,25,2102,13,6.3904986,32,1024
771,44,2100,12,6.847131,28,784
772,23,3600,12,7.099646,7,49
773,49,2505,13,6.6700835,18,324
774,54,1400,14,5.3988585,7,49
775,22,2800,12,6.4438868,37,1369
776,14,4106,12,7.1153946,32,1024
777,32,1100,12,6.645391,34,1156
778,47,400,12,6.5118594,33,1089
779,44,1101,16,7.935916,17,289
780,12,1503,16,7.2739997,14,196
781,14,2201,13,6.684612,24,576
782,14,2001,14,6.524763,15,225
783,13,4018,13,6.1092477,16,256
784,25,600,12,4.6245885,40,1600
785,42,200,16,8.727953,17,289
786,24,2201,12,6.4222474,28,784
787,14,4301,12,6.645391,36,1296
788,13,4006,12,7.5616817,25,625
789,41,904,12,6.3238072,40,1600
790,43,2707,12,6.1312265,23,529
791,54,600,14,6.848332,13,169
792,43,3604,16,7.399163,16,256
793,24,1900,12,6.533062,44,1936
794,54,1000,12,6.3687587,11,121
795,71,2101,16,6.461468,18,324
796,44,2000,12,6.9665956,29,841
797,24,502,12,6.2815475,41,1681
798,54,3103,11,6.5400305,33,1089
799,14,4303,12,6.1782403,45,2025
800,53,600,12,7.050856,30,900
801,31,1300,12,6.2565722,27,729
802,12,1600,12,8.727953,24,576
803,34,1100,10,6.9454956,31,961
804,72,1309,12,6.888337,34,1156
805,61,105,13,7.013116,40,1600
806,73,2102,16,7.399163,21,441
807,34,500,12,6.9077554,29,841
808,44,1105,12,6.7292724,43,1849
809,21,1800,16,6.0744615,25,625
810,43,2708,16,6.8685346,12,144
811,42,1100,13,5.9009504,11,121
812,21,1800,13,7.6009026,15,225
813,71,3800,13,6.1753874,25,625
814,34,800,13,6.406499,12,144
815,5,400,12,6.55108,8,64
816,22,201,13,6.357709,37,1369
817,14,2501,16,6.6200733,13,169
818,51,2400,13,7.099646,23,529
819,2,700,14,6.357709,18,324
820,12,1001,16,4.504074,4,16
821,24,4402,13,6.357709,20,400
822,43,1105,13,6.4253674,16,256
823,14,3402,12,7.050856,20,400
824,24,400,16,7.130899,22,484
825,45,900,12,7.287245,27,729
826,24,4402,12,6.437752,46,2116
827,52,502,16,7.2739997,11,121
828,13,1601,12,6.357709,23,529
829,23,4104,12,7.2739997,32,1024
830,48,700,16,7.050856,26,676
831,21,700,12,6.047554,20,400
832,71,6106,12,7.2050066,38,1444
833,40,3300,13,6.471038,24,576
834,31,1100,16,5.1805344,20,400
835,61,105,12,6.645391,19,361
836,33,1601,16,7.5616817,18,324
837,21,3414,16,6.5940976,17,289
838,71,8003,12,6.5022902,13,169
839,53,400,16,7.050856,35,1225
840,21,800,13,5.952244,10,100
841,43,3606,12,4.828314,27,729
842,81,300,14,5.108274,6,36
843,49,4617,16,7.7186856,42,1764
844,73,1100,13,6.694181,15,225
845,22,300,12,7.050856,37,1369
846,24,3109,12,6.5674295,21,441
847,43,4016,14,5.035953,30,900
848,23,1402,12,7.099646,17,289
849,44,2000,12,7.067385,38,1444
850,62,904,12,7.0438876,29,841
851,3,1200,14,6.964914,37,1369
852,47,1300,16,7.7440033,28,784
853,72,600,16,6.9485774,18,324
854,49,4801,12,6.001034,44,1936
855,71,7400,13,7.099646,31,961
856,54,2700,11,6.1753874,37,1369
857,14,2502,12,6.627736,41,1681
858,72,200,12,6.125777,20,400
859,43,701,16,6.4222474,21,441
860,40,400,13,6.8665323,19,361
861,34,1300,13,5.952244,32,1024
862,13,4015,11,5.153736,16,256
863,73,1005,14,6.9077554,42,1764
864,1,1500,12,6.838075,38,1444
865,32,1100,12,6.357709,23,529
866,31,1400,13,6.848332,10,100
867,49,1800,10,6.047554,18,324
868,47,2100,16,6.7177114,20,400
869,49,2506,16,7.5616817,30,900
870,13,1100,12,0.6539265,43,1849
871,71,2302,12,7.399163,27,729
872,47,700,11,6.2523484,40,1600
873,4,1000,12,6.2030025,29,841
874,71,6107,16,7.1903224,35,1225
875,64,200,14,6.299373,38,1444
876,71,3800,12,6.888337,38,1444
877,12,1503,16,6.1753874,19,361
878,23,3803,12,6.645391,13,169
879,22,2304,14,7.4338484,23,529
880,3,3800,16,7.190618,20,400
881,12,1501,12,6.963845,20,400
882,49,3400,13,6.9995627,34,1156
883,25,1200,12,6.9995627,29,841
884,71,3502,12,6.8277125,31,961
885,21,102,12,6.083272,29,841
886,25,100,16,4.6051702,26,676
887,14,3302,12,6.645391,40,1600
888,47,2200,12,6.8109055,30,900
889,14,4103,12,7.2442274,29,841
890,51,1400,13,6.981863,29,841
891,43,2403,12,6.763174,11,121
892,71,2802,14,7.2331777,18,324
893,23,1700,12,6.4222474,12,144
894,71,7607,16,8.740336,9,81
895,49,5303,16,6.652863,33,1089
896,21,3412,16,6.333214,11,121
897,51,1902,16,6.4724374,7,49
898,24,302,12,7.0255384,11,121
899,61,104,13,6.843217,34,1156
900,61,800,12,6.1753874,10,100
901,21,3404,13,6.817241,18,324
902,65,300,14,7.4256983,13,169
903,1,2000,16,6.214608,6,36
904,21,3304,16,8.715413,16,256
905,23,3803,12,6.763174,10,100
906,44,200,11,6.047554,20,400
907,48,100,11,5.6026864,11,121
908,33,1900,12,7.3132205,23,529
909,1,2300,12,6.7048144,17,289
910,56,200,13,6.277944,6,36
911,21,1000,12,6.3904986,21,441
912,51,1100,12,6.763174,29,841
913,71,6602,16,6.8685346,36,1296
914,43,3503,12,6.5400305,41,1681
915,24,2201,13,6.3476586,38,1444
916,61,206,16,6.1833553,24,576
917,71,6104,16,7.7440033,16,256
918,42,1000,14,6.047554,9,81
919,33,1601,16,7.130899,29,841
920,47,4400,13,6.645391,31,961
921,67,400,12,5.723985,7,49
922,71,7602,13,7.300317,37,1369
923,22,3600,11,6.763174,22,484
924,44,1600,13,7.4224195,20,400
925,21,1101,16,6.575505,26,676
926,73,2005,12,7.1153946,20,400
927,33,400,12,6.357709,26,676
928,43,1103,16,6.5118594,11,121
929,13,3303,13,6.5940976,39,1521
930,13,4302,14,7.5312223,28,784
931,13,1501,13,7.176019,23,529
932,24,4800,12,7.377759,42,1764
933,3,3301,16,7.287245,36,1296
934,47,1000,13,6.785153,12,144
935,72,1308,12,5.6645617,19,361
936,46,1700,12,6.4222474,14,196
937,21,3407,16,6.5089984,23,529
938,13,4012,16,6.377127,5,25
939,12,1501,12,5.2590966,44,1936
940,42,1500,13,6.694181,22,484
941,51,1600,13,7.3132205,23,529
942,37,500,16,6.8685346,13,169
943,49,5100,12,8.737255,32,1024
944,62,1000,16,7.810623,15,225
945,73,1402,14,6.5118594,18,324
946,73,1404,13,6.8645267,28,784
947,54,2300,11,5.6645617,26,676
948,43,1400,10,6.0788765,42,1764
949,43,1200,16,6.453019,22,484
950,49,2305,12,6.740701,39,1521
951,71,6101,10,6.288716,14,196
952,14,4003,16,7.5103884,21,441
953,13,1603,12,6.1261973,45,2025
954,43,1107,12,5.952244,19,361
955,43,2404,14,6.9894333,34,1156
956,44,3400,16,7.338538,13,169
957,56,100,12,5.952244,29,841
958,23,4103,13,7.2331777,10,100
959,54,2800,16,7.3480673,39,1521
960,47,2000,12,6.3064156,26,676
961,62,819,13,7.130899,43,1849
962,40,2700,10,6.2764835,19,361
963,3,3800,13,6.694181,31,961
964,23,800,16,7.4563212,15,225
965,13,4013,16,6.8685346,21,441
966,13,4301,16,8.805837,19,361
967,23,900,12,4.1438246,21,441
968,71,6125,13,7.130899,34,1156
969,14,2400,12,6.4222474,11,121
970,49,2201,13,6.8685346,13,169
971,43,3903,12,5.7291,29,841
972,71,2702,14,7.099646,26,676
973,23,2301,12,6.9077554,39,1521
974,45,1402,12,4.9024215,7,49
975,71,8103,14,6.35437,14,196
976,52,1300,12,5.8468833,34,1156
977,54,2400,13,8.743409,22,484
978,23,3806,13,7.1153946,16,256
979,52,1203,16,7.824046,29,841
980,71,3001,14,6.047554,38,1444
981,43,2404,12,6.2523484,26,676
982,43,1400,12,6.2740316,15,225
983,33,600,12,6.4222474,15,225
984,46,2300,12,6.357709,23,529
985,73,1300,12,7.034049,35,1225
986,49,2800,13,6.214608,21,441
987,13,1402,16,7.656992,7,49
988,73,602,12,6.1345654,12,144
989,32,400,16,6.357709,13,169
990,43,3603,12,7.050856,26,676
991,13,4101,16,6.7177114,11,121
992,73,2008,12,6.6749496,39,1521
993,41,904,14,6.694181,23,529
994,21,3103,13,6.848332,17,289
995,22,2200,12,6.802395,25,625
996,63,600,12,6.428182,21,441
997,71,7603,16,7.5814843,14,196
998,23,700,11,6.357709,11,121
999,43,2802,12,5.9044533,25,625
1000,23,2505,13,8.792296,32,1024
1001,41,2000,13,7.696213,20,400
1002,3,800,16,6.8685346,29,841
1003,64,100,13,5.8289456,21,441
1004,13,4101,11,5.8663015,44,1936
1005,14,3701,12,6.5118594,37,1369
1006,22,2307,16,7.050856,36,1296
1007,54,2204,13,5.6347895,6,36
1008,14,902,12,6.1753874,14,196
1009,45,2002,12,7.2739997,22,484
1010,40,2600,12,6.645391,25,625
1011,71,8004,12,6.7177114,21,441
1012,73,1401,12,6.9995627,40,1600
1013,62,820,12,6.5674295,14,196
1014,48,800,12,6.6200733,16,256
1015,21,3404,13,6.545571,25,625
1016,22,700,16,8.853665,29,841
1017,44,2000,12,6.151095,22,484
1018,71,5409,13,6.9077554,25,625
1019,71,8002,12,5.7838254,10,100
1020,49,5304,14,7.050856,22,484
1021,31,800,12,6.2549596,13,169
1022,44,3400,12,6.5118594,43,1849
1023,52,1001,16,7.176019,7,49
1024,43,2002,13,6.5940976,36,1296
1025,21,3004,12,6.6200733,30,900
1026,13,4105,12,6.9268036,19,361
1027,44,1204,12,6.047554,14,196
1028,32,601,16,7.2050066,14,196
1029,25,1200,16,7.2050066,40,1600
1030,24,2600,16,8.773127,25,625
1031,31,1300,16,6.9268036,24,576
1032,71,6126,12,7.083646,17,289
1033,44,2800,16,6.357709,4,16
1034,24,601,13,6.214608,38,1444
1035,49,1700,12,6.5118594,38,1444
1036,14,200,12,6.713599,23,529
1037,23,1900,13,6.214608,10,100
1038,43,102,13,6.2523484,12,144
1039,49,2102,12,6.4222474,16,256
1040,24,4502,13,6.763174,6,36
1041,51,2500,16,6.981863,12,144
1042,24,602,12,6.3904986,37,1369
1043,13,4308,12,7.099646,29,841
1044,71,2706,14,6.8277125,31,961
1045,43,3609,12,6.5674295,9,81
1046,13,4208,12,6.1753874,43,1849
1047,1,200,16,6.963845,32,1024
1048,73,1100,16,6.5400305,17,289
1049,3,100,14,6.740701,27,729
1050,12,1105,14,6.0920057,10,100
1051,66,1000,12,5.809143,42,1764
1052,25,1500,12,6.3272495,28,784
1053,14,4003,12,6.612351,24,576
1054,21,2200,14,6.802395,27,729
1055,56,900,12,6.6564407,19,361
1056,21,3407,12,6.13039,38,1444
1057,25,1300,12,6.694181,36,1296
1058,22,1901,12,7.2050066,38,1444
1059,53,1400,12,6.2743273,8,64
1060,49,1000,12,6.5400305,8,64
1061,48,700,12,6.645391,33,1089
1062,14,3902,12,7.099646,25,625
1063,48,1500,12,6.2670546,21,441
1064,21,2300,13,6.821443,37,1369
1065,1,600,12,6.8685346,28,784
1066,33,1202,14,6.645391,37,1369
1067,23,100,12,6.5118594,18,324
1068,24,1900,12,5.5016584,7,49
1069,24,3600,12,6.380774,24,576
1070,31,300,12,6.113512,25,625
1071,34,1704,12,7.2584124,36,1296
1072,49,4618,16,7.130899,23,529
1073,49,2508,11,6.357709,23,529
1074,54,1400,13,6.645391,24,576
1075,31,600,13,6.5118594,15,225
1076,48,1900,16,6.2523484,13,169
1077,47,4000,16,6.263398,14,196
1078,22,2500,14,6.1345654,17,289
1079,33,1404,16,5.164786,37,1369
1080,71,8104,13,6.3323913,30,900
1081,23,2602,13,4.748271,33,1089
1082,44,1505,16,7.3753524,29,841
1083,24,1400,14,6.8235373,9,81
1084,22,2700,13,6.033824,40,1600
1085,31,700,14,6.645391,16,256
1086,33,1001,13,6.8277125,12,144
1087,31,1800,12,6.482872,12,144
1088,23,3500,12,6.963845,25,625
1089,13,3302,12,6.763174,30,900
1090,49,2503,12,6.774224,31,961
1091,14,3402,12,6.9995627,21,441
1092,49,4100,16,6.836528,28,784
1093,1,1300,12,6.763174,29,841
1094,43,2702,11,4.6821313,44,1936
1095,13,3505,16,7.4383836,16,256
1096,14,3701,16,6.8685346,6,36
1097,62,501,13,7.5616817,34,1156
1098,49,4610,12,6.672033,10,100
1099,44,4000,12,6.3238072,24,576
1100,73,2009,11,6.316887,27,729
1101,71,7602,12,7.399163,22,484
1102,13,4001,12,5.1972213,45,2025
1103,71,1601,13,6.763174,18,324
1104,22,1100,14,6.9077554,23,529
1105,43,1901,12,6.3238072,30,900
1106,23,2700,13,6.4222474,10,100
1107,71,3701,13,6.578182,19,361
1108,34,1500,12,6.5344596,30,900
1109,32,1000,12,5.879673,16,256
1110,23,1403,12,5.9914646,7,49
1111,23,3300,12,7.050856,25,625
1112,71,4405,12,6.5118594,10,100
1113,81,102,12,6.0402546,23,529
1114,31,1300,12,5.952244,22,484
1115,49,5604,12,6.763174,43,1849
1116,47,1500,10,6.584791,20,400
1117,2,900,12,6.425679,14,196
1118,25,2202,12,6.9268036,35,1225
1119,5,600,11,6.380774,36,1296
1120,13,4212,10,5.521461,18,324
1121,24,1000,14,6.35437,15,225
1122,49,600,14,7.190618,39,1521
1123,21,3201,13,6.740701,23,529
1124,71,4300,16,6.9077554,7,49
1125,49,4608,12,7.2191916,22,484
1126,24,3300,12,5.9914646,25,625
1127,2,200,16,5.2590966,17,289
1128,43,4016,14,6.8669333,28,784
1129,43,3601,16,7.130899,13,169
1130,12,1105,14,7.2739997,34,1156
1131,43,2203,9,5.952244,10,100
1132,71,4500,14,6.9268036,27,729
1133,12,301,16,7.5616817,6,36
1134,14,3201,12,6.9077554,40,1600
1135,12,1504,16,7.5616817,24,576
1136,13,4310,13,7.5616817,15,225
1137,1,1700,16,6.785153,8,64
1138,51,1800,12,7.130899,9,81
1139,34,1601,12,6.3687587,25,625
1140,25,2500,12,6.4222474,43,1849
1141,56,100,12,6.482872,39,1521
1142,40,1900,12,5.952244,39,1521
1143,24,3105,16,6.423247,22,484
1144,45,102,16,7.2739997,6,36
1145,25,1200,12,6.6578135,22,484
1146,44,2700,16,6.214608,8,64
1147,37,400,12,6.8277125,42,1764
1148,53,500,16,7.638643,23,529
1149,14,3402,12,6.5400305,26,676
1150,43,3606,14,5.9572315,11,121
1151,14,2801,13,6.453019,33,1089
1152,49,2102,16,7.67501,24,576
1153,68,100,13,7.246971,15,225
1154,73,2101,12,6.9077554,26,676
1155,65,511,12,6.288716,26,676
1156,31,400,16,6.3904986,7,49
1157,49,5201,14,7.495542,28,784
1158,23,1500,12,5.886104,17,289
1159,71,6602,16,7.130899,10,100
1160,23,1401,16,6.963845,23,529
1161,46,300,10,6.6333184,30,900
1162,41,200,16,6.5940976,11,121
1163,33,1201,16,8.676824,22,484
1164,49,4603,13,6.8690143,20,400
1165,54,3202,13,7.4563212,17,289
1166,42,100,13,7.050856,9,81
1167,35,901,12,6.9995627,29,841
1168,71,7602,13,6.8277125,22,484
1169,71,5414,12,5.480639,19,361
1170,47,2100,12,5.1805344,43,1849
1171,71,3302,16,6.9077554,17,289
1172,41,500,16,6.453019,10,100
1173,51,1703,16,7.1153946,21,441
1174,73,2006,16,6.856462,39,1521
1175,14,2300,12,6.8685346,34,1156
1176,23,3801,13,7.5814843,19,361
1177,23,900,12,7.5208597,22,484
1178,23,1500,13,5.789725,12,144
1179,21,1201,12,5.9914646,27,729
1180,61,115,10,6.0188637,23,529
1181,73,1004,13,6.308134,8,64
1182,73,100,16,6.8277125,17,289
1183,25,1100,16,6.5808525,30,900
1184,43,1501,14,6.1753874,5,25
1185,43,2102,14,4.055124,26,676
1186,1,1000,12,6.1345654,24,576
1187,13,3805,16,7.050856,42,1764
1188,34,2600,12,5.588713,11,121
1189,52,1300,12,7.824046,43,1849
1190,63,900,16,7.099646,17,289
1191,25,2201,13,6.437752,30,900
1192,49,5500,12,6.406499,33,1089
1193,71,8110,16,6.5400305,14,196
1194,73,1001,14,6.9077554,15,225
1195,14,3802,12,6.0455317,28,784
1196,33,1700,13,6.740701,18,324
1197,47,1100,12,5.461357,40,1600
1198,12,1104,13,6.4222474,28,784
1199,22,1200,11,6.8685346,23,529
1200,67,400,13,6.6358213,25,625
1201,14,4004,12,6.8277125,29,841
1202,62,903,16,6.9077554,5,25
1203,6,200,11,6.001034,26,676
1204,21,3201,14,7.130899,23,529
1205,51,700,12,4.828314,17,289
1206,71,5410,13,6.981863,18,324
1207,71,8111,13,7.6104717,36,1296
1208,53,400,13,6.981863,40,1600
1209,49,4611,13,5.5891194,27,729
1210,33,700,16,5.9009504,8,64
1211,34,1803,12,6.4191175,13,169
1212,72,702,13,6.1286654,18,324
1213,40,3200,12,6.417549,25,625
1214,34,1708,16,7.0169544,31,961
1215,32,1200,16,6.9268036,11,121
1216,13,3000,12,5.6645617,20,400
1217,3,3302,12,6.1753874,35,1225
1218,14,1806,16,6.682205,31,961
1219,47,2601,14,6.4222474,33,1089
1220,14,901,14,6.9077554,30,900
1221,53,500,16,7.1153946,8,64
1222,71,3401,16,6.987798,36,1296
1223,71,5413,12,6.2336564,13,169
1224,54,200,12,6.453019,8,64
1225,13,4307,13,7.5516315,45,2025
1226,23,900,14,6.963845,22,484
1227,23,1700,14,6.5089984,14,196
1228,23,1403,12,6.645391,34,1156
1229,49,3100,12,6.1345654,11,121
1230,22,1000,12,6.806659,25,625
1231,33,400,14,5.8289456,8,64
1232,13,1200,14,7.338538,25,625
1233,44,1304,10,5.7838254,24,576
1234,21,3505,12,5.68398,46,2116
1235,4,1000,16,7.067385,14,196
1236,14,3901,12,6.848332,30,900
1237,71,600,12,5.2182746,15,225
1238,49,4501,12,6.3904986,31,961
1239,44,1103,13,7.067385,21,441
1240,32,1200,12,6.71032,14,196
1241,49,4801,12,6.725434,26,676
1242,14,901,14,6.5118594,8,64
1243,66,500,12,5.441418,37,1369
1244,49,501,16,5.8742824,31,961
1245,44,2000,12,6.8685346,26,676
1246,12,1002,12,6.963845,22,484
1247,25,1800,12,6.6463904,43,1849
1248,49,2101,12,6.8685346,36,1296
1249,21,3404,16,6.981863,3,9
1250,25,1500,16,6.8685346,14,196
1251,53,200,14,6.617506,25,625
1252,43,2401,13,6.4222474,26,676
1253,24,3900,13,6.522093,10,100
1254,51,1400,11,6.6051474,19,361
1255,14,2002,14,7.130899,20,400
1256,3,4600,13,8.731063,20,400
1257,44,1401,16,7.325959,35,1225
1258,12,1901,12,7.2050066,25,625
1259,71,7607,13,7.377759,13,169
1260,13,2100,14,7.099646,27,729
1261,71,8103,13,6.963845,12,144
1262,24,602,13,6.263398,18,324
1263,47,4200,12,5.0106354,21,441
1264,23,900,10,6.1753874,10,100
1265,47,2702,13,6.785153,8,64
1266,12,102,16,6.8685346,28,784
1267,52,902,16,7.2331777,10,100
1268,65,511,12,5.9062,44,1936
1269,71,2303,12,6.5400305,21,441
1270,49,3400,12,5.7311816,29,841
1271,21,3519,12,4.5659494,18,324
1272,48,1100,16,6.3969297,11,121
1273,51,300,12,6.677374,38,1444
1274,47,800,12,6.377127,22,484
1275,34,2000,16,6.9995627,25,625
1276,62,805,16,6.7807956,18,324
1277,45,1901,12,6.482872,28,784
1278,40,305,16,7.4224195,9,81
1279,47,3100,13,5.5425143,23,529
1280,14,1900,14,6.8685346,19,361
1281,51,2500,12,6.6200733,35,1225
1282,23,3400,12,6.357709,22,484
1283,32,400,13,6.3064156,20,400
1284,43,2002,12,6.7899723,19,361
1285,53,1301,16,7.2739997,12,144
1286,49,2800,12,5.768321,15,225
1287,45,2100,12,6.5483294,15,225
1288,73,1300,16,6.938527,7,49
1289,24,1500,16,6.4222474,17,289
1290,56,100,12,6.2523484,16,256
1291,23,4104,16,7.050856,19,361
1292,43,3602,13,6.2523484,33,1089
1293,21,2300,12,5.952244,12,144
1294,62,903,12,6.5400305,19,361
1295,66,601,16,7.5249166,19,361
1296,43,2607,12,7.2331777,22,484
1297,21,2900,12,6.8235373,43,1849
1298,54,3202,16,6.785153,37,1369
1299,49,3501,16,7.5616817,27,729
1300,47,202,12,4.748271,26,676
1301,35,903,12,6.453019,31,961
1302,73,1802,16,6.5118594,11,121
1303,34,2300,12,6.6147256,43,1849
1304,53,300,12,6.8685346,24,576
1305,23,2302,16,7.467371,29,841
1306,24,1900,12,6.733402,20,400
1307,34,1708,13,8.712254,36,1296
1308,68,200,12,6.694181,31,961
1309,48,600,16,6.9077554,21,441
1310,12,303,16,8.727953,21,441
1311,72,1311,12,6.806659,42,1764
1312,21,3510,14,7.338538,25,625
1313,24,702,12,6.5022902,25,625
1314,22,1400,12,4.944386,40,1600
1315,14,1900,16,7.050856,12,144
1316,14,2101,12,8.987197,20,400
1317,71,8112,16,7.656992,37,1369
1318,14,3903,14,7.130899,17,289
1319,43,2101,13,5.768321,8,64
1320,49,5201,12,5.420535,46,2116
1321,43,3605,13,6.785153,26,676
1322,1,200,12,6.7177114,36,1296
1323,54,1900,16,7.246971,28,784
1324,40,305,16,7.727196,38,1444
1325,13,1501,16,7.2050066,6,36
1326,44,3500,12,6.774224,11,121
1327,54,3104,16,6.5118594,17,289
1328,34,1708,16,7.2739997,10,100
1329,13,4310,16,6.8235373,30,900
1330,49,1200,16,6.234026,16,256
1331,51,1500,12,6.001034,9,81
1332,43,3702,12,6.848332,27,729
1333,21,2400,14,7.2739997,31,961
1334,73,2102,16,6.8277125,11,121
1335,45,900,16,6.8685346,25,625
1336,3,1200,16,7.2739997,31,961
1337,52,300,12,6.9077554,19,361
1338,23,2900,16,7.0169544,13,169
1339,24,703,16,7.050856,33,1089
1340,24,1101,16,6.453019,19,361
1341,43,3902,16,7.4563212,28,784
1342,40,2803,13,6.288716,14,196
1343,49,3000,12,6.8685346,19,361
1344,73,1004,12,6.5940976,15,225
1345,14,3001,16,6.214608,11,121
1346,22,1600,10,5.441418,26,676
1347,34,1100,12,4.50986,37,1369
1348,61,900,12,6.176387,21,441
1349,71,4405,12,6.0167823,35,1225
1350,40,1400,16,7.2739997,25,625
1351,44,2000,16,7.967147,19,361
1352,13,1402,16,7.399163,21,441
1353,71,1800,16,6.167355,8,64
1354,23,3805,16,7.571915,37,1369
1355,49,1600,16,6.7177114,24,576
1356,14,300,12,6.1753874,26,676
1357,65,200,13,5.441418,30,900
1358,24,2600,12,6.8277125,29,841
1359,52,1201,9,6.5940976,19,361
1360,24,3200,11,6.357709,23,529
1361,73,602,12,7.130899,30,900
1362,47,700,12,6.6984053,34,1156
1363,23,4104,12,6.812445,35,1225
1364,14,200,12,8.693084,21,441
1365,32,1000,12,6.214608,11,121
1366,71,6118,16,6.8685346,11,121
1367,54,2500,12,6.3238072,22,484
1368,72,701,12,5.9009504,20,400
1369,49,6400,12,6.0322866,16,256
1370,48,1300,12,6.9077554,18,324
1371,24,703,12,6.5940976,24,576
1372,47,1900,12,6.848332,27,729
1373,64,500,12,5.1972213,44,1936
1374,71,2001,13,7.034049,19,361
1375,31,1500,12,6.214608,12,144
1376,43,1300,12,7.050856,36,1296
1377,24,1400,12,6.1092477,33,1089
1378,13,4202,13,6.357709,21,441
1379,13,4311,10,6.6965594,11,121
1380,14,903,12,6.763174,19,361
1381,43,2902,13,6.214608,20,400
1382,3,1700,12,6.6749496,40,1600
1383,71,1506,16,7.176019,19,361
1384,43,1600,12,5.354407,13,169
1385,25,400,12,6.9995627,14,196
1386,54,1600,12,5.5859995,10,100
1387,43,4013,12,7.117476,27,729
1388,41,400,12,7.5616817,35,1225
1389,24,603,12,5.4701676,10,100
1390,71,1902,12,6.6200733,24,576
1391,23,1200,16,6.468057,23,529
1392,72,1302,10,7.7297354,23,529
1393,43,3503,12,6.763174,24,576
1394,54,3101,13,5.8468833,35,1225
1395,71,1202,16,6.453019,10,100
1396,44,1503,12,6.645391,20,400
1397,11,300,11,6.6741405,23,529
1398,21,3201,12,6.010513,20,400
1399,52,400,12,7.2739997,27,729
1400,22,3800,12,7.3242702,45,2025
1401,23,2301,13,7.656992,8,64
1402,43,2103,16,7.4563212,30,900
1403,24,4404,12,5.6645617,35,1225
1404,23,4101,16,6.981863,27,729
1405,72,1304,16,6.825627,27,729
1406,21,3407,13,6.5940976,19,361
1407,24,3600,12,6.026556,7,49
1408,44,1700,12,6.6333184,19,361
1409,25,100,12,5.952244,19,361
1410,14,4106,13,6.6200733,12,144
1411,44,600,12,6.8277125,24,576
1412,4,100,12,6.291569,10,100
1413,45,1903,12,6.0188637,30,900
1414,61,113,16,6.8685346,23,529
1415,62,819,16,7.287245,37,1369
1416,43,701,16,6.9995627,27,729
1417,49,2201,16,7.7440033,13,169
1418,61,204,12,6.482872,25,625
1419,13,4201,16,8.805837,18,324
1420,14,3901,13,6.848332,39,1521
1421,34,2500,16,6.7177114,3,9
1422,44,1305,12,6.545571,8,64
1423,73,1500,12,5.0957932,38,1444
1424,61,600,16,4.9846597,29,841
1425,72,800,13,7.2179103,30,900
1426,43,2402,12,6.833943,21,441
1427,49,4200,16,6.5893016,9,81
1428,22,2002,12,6.599347,24,576
1429,14,3702,16,7.5516315,23,529
1430,22,3800,12,6.5674295,25,625
1431,47,1100,12,6.5118594,16,256
