,year,state,sl55,sl65,sl70,sl75,slnone,seatbelt,minage,zerotol,gdl,bac10,bac08,perse,totfat,nghtfat,wkndfat,totfatpvm,nghtfatpvm,wkndfatpvm,statepop,totfatrte,nghtfatrte,wkndfatrte,vehicmiles,unem,perc14_24,sl70plus,sbprim,sbsecon,d80,d81,d82,d83,d84,d85,d86,d87,d88,d89,d90,d91,d92,d93,d94,d95,d96,d97,d98,d99,d00,d01,d02,d03,d04,vehicmilespc
81,1986,5,1.0,0.0,0.0,0.0,0.0,1,21.0,0.0,0.0,1.0,0.0,0.0,5253,2501,1193,2.44,1.162,0.554,27102159,19.38,9.23,4.4,215.2869,6.7,16.599998,0.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7943.533
82,1987,5,0.333,0.667,0.0,0.0,0.0,1,21.0,1.0,0.0,1.0,0.0,0.0,5504,2678,1310,2.43,1.182,0.578,27777037,19.81,9.639999,4.7200003,226.50206,5.8,16.300001,0.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8154.291
83,1988,5,0.0,1.0,0.0,0.0,0.0,1,21.0,1.0,0.0,1.0,0.0,0.0,5392,2569,1244,2.23,1.062,0.514,28464180,18.94,9.03,4.37,241.79372,5.3,16.0,0.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8494.667
84,1989,5,0.0,1.0,0.0,0.0,0.0,1,21.0,1.0,0.0,1.0,0.0,0.0,5412,2595,1230,2.15,1.031,0.489,29218118,18.52,8.88,4.21,251.72093,5.1,15.700001,0.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8615.234
85,1990,5,0.0,1.0,0.0,0.0,0.0,1,21.0,1.0,0.0,0.0,1.0,0.5,5192,2493,1238,2.01,0.965,0.479,29950111,17.34,8.32,4.13,258.30844,5.8,15.299999,0.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8624.624
86,1991,5,0.0,1.0,0.0,0.0,0.0,1,21.0,1.0,0.0,0.0,1.0,1.0,4688,2212,1076,1.82,0.859,0.418,30470736,15.39,7.26,3.5299997,257.58243,7.7,14.8,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,8453.437
87,1992,5,0.0,1.0,0.0,0.0,0.0,1,21.0,1.0,0.0,0.0,1.0,1.0,4192,1943,926,1.6,0.742,0.353,30974659,13.530001,6.2699995,2.99,262.0,9.3,14.300001,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,8458.527
88,1993,5,0.0,1.0,0.0,0.0,0.0,1,21.0,1.0,0.0,0.0,1.0,1.0,4164,1883,907,1.56,0.705,0.34,31274928,13.309999,6.02,2.8999999,266.9231,9.4,14.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,8534.731
89,1994,5,0.0,1.0,0.0,0.0,0.0,1,21.0,1.0,0.0,0.0,1.0,1.0,4232,1946,954,1.56,0.717,0.352,31484435,13.44,6.18,3.03,271.28207,8.6,13.7,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,8616.388
90,1995,5,0.0,1.0,0.0,0.0,0.0,1,21.0,1.0,0.0,0.0,1.0,1.0,4192,1989,988,1.52,0.721,0.358,31696582,13.23,6.28,3.1200001,275.78946,7.8,13.500001,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,8700.921
91,1996,5,0.0,0.016,0.984,0.0,0.0,1,21.0,1.0,0.0,0.0,1.0,1.0,3989,1855,864,1.43,0.665,0.31,32018834,12.460001,5.79,2.7,278.95105,7.2,13.500001,0.984,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,8712.093
92,1997,5,0.0,0.0,1.0,0.0,0.0,1,21.0,1.0,0.0,0.0,1.0,1.0,3688,1679,818,1.29,0.587,0.286,32486010,11.35,5.17,2.52,285.89148,6.3,13.6,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,8800.449
93,1998,5,0.0,0.0,1.0,0.0,0.0,1,21.0,1.0,0.5,0.0,1.0,1.0,3494,1591,774,1.2,0.546,0.266,32987675,10.59,4.8199997,2.35,291.16666,5.9,13.799999,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,8826.528
94,1999,5,0.0,0.0,1.0,0.0,0.0,1,21.0,1.0,1.0,0.0,1.0,1.0,3559,1669,803,1.19,0.558,0.268,33499204,10.620001,4.98,2.3999999,299.07562,5.2,14.1,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,8927.843
95,2000,5,0.0,0.0,1.0,0.0,0.0,1,21.0,1.0,1.0,0.0,1.0,1.0,3753,1719,872,1.22,0.559,0.283,33871648,11.08,5.08,2.57,307.62292,4.9,14.200001,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,9082.019
96,2001,5,0.0,0.0,1.0,0.0,0.0,1,21.0,1.0,1.0,0.0,1.0,1.0,3956,1833,873,1.27,0.588,0.28,34600463,11.43,5.2999997,2.52,311.49606,5.4,14.300001,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,9002.656
97,2002,5,0.0,0.0,1.0,0.0,0.0,1,21.0,1.0,1.0,0.0,1.0,1.0,4088,1960,1003,1.273,0.61,0.312,35001986,11.65,5.59,2.8600001,321.1024,6.7,14.5,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,9173.833
98,2003,5,0.0,0.0,1.0,0.0,0.0,1,21.0,1.0,1.0,0.0,1.0,1.0,4224,1952,989,1.303,0.602,0.305,35484453,11.879999,5.4900002,2.78,324.23077,6.7,14.8,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,9137.263
99,2004,5,0.0,0.0,1.0,0.0,0.0,1,21.0,1.0,1.0,0.0,1.0,1.0,4120,1958,981,1.25,0.594,0.298,35894000,11.48,5.4500003,2.73,329.6,6.0,15.099999,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9182.593
100,1980,6,1.0,0.0,0.0,0.0,0.0,0,18.0,0.0,0.0,0.0,0.0,0.0,709,384,197,3.2,1.733,0.889,2889964,24.53,13.29,6.8199997,22.15625,5.9,19.6,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7666.618
101,1981,6,1.0,0.0,0.0,0.0,0.0,0,18.0,0.0,0.0,0.0,0.0,0.0,756,412,233,3.385,1.844,1.043,2977893,25.8,13.839999,7.82,22.337,5.5,18.9,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7500.941
102,1982,6,1.0,0.0,0.0,0.0,0.0,0,18.0,0.0,0.0,0.0,0.0,0.0,668,344,170,2.74,1.411,0.697,3061566,21.82,11.24,5.55,24.37956,7.7,18.099998,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7963.1016
103,1983,6,1.0,0.0,0.0,0.0,0.0,0,18.0,0.0,0.0,0.5,0.0,0.5,646,358,203,2.6,1.441,0.817,3133629,20.62,11.42,6.48,24.84615,6.6,17.4,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7928.874
104,1984,6,1.0,0.0,0.0,0.0,0.0,0,18.0,0.0,0.0,1.0,0.0,1.0,608,304,152,2.33,1.165,0.583,3169991,19.18,9.59,4.79,26.09442,5.6,16.8,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8231.701
105,1985,6,1.0,0.0,0.0,0.0,0.0,0,18.0,0.0,0.0,1.0,0.0,1.0,579,264,122,2.21,1.008,0.466,3208723,18.04,8.2300005,3.8,26.1991,5.9,16.300001,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8164.9614
106,1986,6,1.0,0.0,0.0,0.0,0.0,0,18.0,0.0,0.0,1.0,0.0,1.0,603,289,172,2.29,1.098,0.653,3237450,18.630001,8.93,5.3100004,26.33188,7.4,15.800001,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8133.525
107,1987,6,0.25,0.75,0.0,0.0,0.0,2,19.5,0.0,0.0,1.0,0.0,1.0,591,246,132,2.19,0.912,0.489,3260480,18.13,7.54,4.05,26.986301,7.7,15.299999,0.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8276.788
108,1988,6,0.0,1.0,0.0,0.0,0.0,2,21.0,0.0,0.0,1.0,0.0,1.0,497,212,125,1.8,0.768,0.453,3262280,15.23,6.5,3.83,27.611109,6.4,14.8,0.0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8463.746
109,1989,6,0.0,1.0,0.0,0.0,0.0,2,21.0,0.0,0.0,1.0,0.0,1.0,527,237,114,1.91,0.859,0.413,3275822,16.09,7.23,3.48,27.59162,5.8,14.4,0.0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8422.808
110,1990,6,0.0,1.0,0.0,0.0,0.0,2,21.0,0.0,0.0,1.0,0.0,1.0,544,229,122,2.0,0.842,0.449,3303862,16.47,6.9300003,3.6899998,27.2,5.0,14.1,0.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8232.79
111,1991,6,0.0,1.0,0.0,0.0,0.0,2,21.0,0.0,0.0,1.0,0.0,1.0,543,240,137,1.96,0.866,0.495,3387119,16.03,7.09,4.04,27.70408,5.1,13.799999,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,8179.246
112,1992,6,0.0,1.0,0.0,0.0,0.0,2,21.0,0.0,0.0,1.0,0.0,1.0,522,261,139,1.69,0.845,0.45,3495939,14.93,7.47,3.98,30.88757,6.0,13.7,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,8835.271
113,1993,6,0.0,1.0,0.0,0.0,0.0,2,21.0,0.0,0.0,1.0,0.0,1.0,559,224,115,1.71,0.685,0.352,3613734,15.47,6.2,3.1799998,32.69006,5.3,13.7,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,9046.062
114,1994,6,0.0,1.0,0.0,0.0,0.0,2,21.0,0.0,0.0,1.0,0.0,1.0,586,259,134,1.74,0.769,0.398,3724168,15.74,6.95,3.6000001,33.67816,4.2,13.6,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,9043.137
115,1995,6,0.0,1.0,0.0,0.0,0.0,2,21.0,0.0,0.0,1.0,0.0,1.0,645,300,160,1.84,0.856,0.456,3826653,16.86,7.8399997,4.1800003,35.05435,4.2,13.6,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,9160.578
116,1996,6,0.0,0.5,0.0,0.5,0.0,2,21.0,0.0,0.0,1.0,0.0,1.0,617,248,107,1.71,0.687,0.297,3919972,15.74,6.33,2.73,36.08187,4.2,13.6,0.5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,9204.625
117,1997,6,0.0,0.0,0.0,1.0,0.0,2,21.0,0.5,0.0,1.0,0.0,1.0,613,256,130,1.62,0.677,0.344,4018293,15.26,6.3700004,3.24,37.83951,3.3,13.799999,1.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,9416.8125
118,1998,6,0.0,0.0,0.0,1.0,0.0,2,21.0,1.0,0.0,1.0,0.0,1.0,628,263,133,1.6,0.67,0.339,4116639,15.26,6.39,3.23,39.25,3.8,14.0,1.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,9534.477
119,1999,6,0.0,0.0,0.0,1.0,0.0,2,21.0,1.0,0.5,1.0,0.0,1.0,626,223,117,1.54,0.549,0.288,4226018,14.809999,5.2799997,2.77,40.649353,2.9,14.200001,1.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,9618.831
120,2000,6,0.0,0.0,0.0,1.0,0.0,2,21.0,1.0,1.0,1.0,0.0,1.0,681,275,133,1.63,0.658,0.318,4301261,15.83,6.39,3.09,41.77914,2.8,14.4,1.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,9713.23
121,2001,6,0.0,0.0,0.0,1.0,0.0,2,21.0,1.0,1.0,1.0,0.0,1.0,741,325,151,1.73,0.759,0.353,4430989,16.720001,7.33,3.4099998,42.83237,3.7,14.5,1.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,9666.549
122,2002,6,0.0,0.0,0.0,1.0,0.0,2,21.0,1.0,1.0,1.0,0.0,1.0,743,338,165,1.702,0.774,0.378,4501051,16.49,7.5,3.6599998,43.64706,5.7,14.599999,1.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,9697.082
123,2003,6,0.0,0.0,0.0,1.0,0.0,2,21.0,1.0,1.0,1.0,0.0,1.0,642,274,139,1.483,0.633,0.321,4550688,13.89,5.93,3.01,43.28767,6.0,14.599999,1.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,9512.335
124,2004,6,0.0,0.0,0.0,1.0,0.0,2,21.0,1.0,1.0,0.5,0.5,1.0,665,273,144,1.45,0.595,0.314,4601000,14.450001,5.93,3.1299999,45.862072,5.4,14.599999,1.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9967.849
125,1980,7,1.0,0.0,0.0,0.0,0.0,0,18.0,0.0,0.0,0.0,0.0,0.0,575,366,227,3.0,1.91,1.184,3107576,18.5,11.78,7.3,19.16667,5.9,18.099998,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6167.7236
126,1981,7,1.0,0.0,0.0,0.0,0.0,0,18.0,0.0,0.0,0.0,0.0,0.0,518,333,193,2.675,1.72,0.997,3128831,18.01,10.64,6.17,19.366,6.2,18.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6189.532
127,1982,7,1.0,0.0,0.0,0.0,0.0,0,18.5,0.0,0.0,0.0,0.0,0.0,515,332,199,2.56,1.65,0.989,3139006,16.41,10.58,6.34,20.11719,6.9,17.7,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6408.7773
128,1983,7,1.0,0.0,0.0,0.0,0.0,0,19.5,0.0,0.0,0.0,0.0,0.0,438,263,131,2.12,1.273,0.634,3162346,13.85,8.32,4.14,20.660381,6.0,17.4,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6533.245
129,1984,7,1.0,0.0,0.0,0.0,0.0,0,20.0,0.0,0.0,0.0,0.0,0.0,469,280,139,2.23,1.331,0.661,3180026,14.75,8.8,4.37,21.031391,4.6,17.2,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6613.591
130,1985,7,1.0,0.0,0.0,0.0,0.0,0,20.5,0.0,0.0,0.25,0.0,0.0,448,244,122,2.0,1.089,0.545,3201131,14.0,7.6200004,3.8100002,22.4,4.9,16.9,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6997.527
131,1986,7,1.0,0.0,0.0,0.0,0.0,1,21.0,0.0,0.0,1.0,0.0,0.0,455,263,146,1.89,1.092,0.606,3223742,14.110001,8.16,4.53,24.07407,3.8,16.599998,0.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7467.7407
132,1987,7,1.0,0.0,0.0,0.0,0.0,1,21.0,0.0,0.0,1.0,0.0,0.0,449,250,140,1.8,1.002,0.561,3247292,13.83,7.7,4.31,24.944439,3.3,16.1,0.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7681.6123
133,1988,7,1.0,0.0,0.0,0.0,0.0,1,21.0,0.0,0.0,1.0,0.0,0.0,484,236,132,1.86,0.907,0.507,3271967,14.79,7.21,4.0299997,26.02151,3.0,15.5,0.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7952.8647
134,1989,7,1.0,0.0,0.0,0.0,0.0,1,21.0,0.0,0.0,1.0,0.0,0.0,406,211,104,1.55,0.806,0.397,3283411,12.37,6.4300003,3.17,26.19355,3.7,14.7,0.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7977.543
135,1990,7,1.0,0.0,0.0,0.0,0.0,1,21.0,0.0,0.0,1.0,0.0,1.0,385,214,109,1.46,0.812,0.413,3289056,11.71,6.51,3.31,26.36986,5.2,14.1,0.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8017.455
136,1991,7,1.0,0.0,0.0,0.0,0.0,1,21.0,0.0,0.0,1.0,0.0,1.0,310,174,102,1.16,0.651,0.382,3302895,9.39,5.27,3.09,26.72414,6.8,13.400001,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,8091.126
137,1992,7,1.0,0.0,0.0,0.0,0.0,1,21.0,0.0,0.0,1.0,0.0,1.0,296,154,80,1.12,0.583,0.303,3300712,8.97,4.67,2.42,26.42857,7.6,13.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,8006.93
138,1993,7,1.0,0.0,0.0,0.0,0.0,1,21.0,0.0,0.0,1.0,0.0,1.0,342,168,78,1.27,0.624,0.29,3309175,10.33,5.08,2.3600001,26.92913,6.3,12.6,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,8137.7173
139,1994,7,1.0,0.0,0.0,0.0,0.0,1,21.0,0.0,0.0,1.0,0.0,1.0,310,158,94,1.14,0.581,0.346,3316121,9.35,4.76,2.83,27.19298,5.6,12.2,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,8200.237
140,1995,7,1.0,0.0,0.0,0.0,0.0,1,21.0,0.25,0.0,1.0,0.0,1.0,317,149,75,1.13,0.531,0.267,3324144,9.54,4.48,2.26,28.053099,5.5,12.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,8439.195
141,1996,7,1.0,0.0,0.0,0.0,0.0,1,21.0,1.0,0.0,1.0,0.0,1.0,310,142,73,1.1,0.504,0.259,3336685,9.29,4.26,2.19,28.18182,5.7,11.7,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,8446.054
142,1997,7,1.0,0.0,0.0,0.0,0.0,1,21.0,1.0,0.0,1.0,0.0,1.0,339,165,90,1.19,0.579,0.316,3349348,10.12,4.93,2.69,28.48739,5.1,11.7,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,8505.3545
143,1998,7,0.75,0.25,0.0,0.0,0.0,1,21.0,1.0,0.0,1.0,0.0,1.0,329,149,72,1.12,0.507,0.245,3365352,9.78,4.43,2.14,29.375,3.4,11.7,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,8728.656
144,1999,7,0.0,1.0,0.0,0.0,0.0,1,21.0,1.0,0.0,1.0,0.0,1.0,301,130,82,1.01,0.436,0.275,3386401,8.89,3.8400002,2.42,29.801981,3.2,11.8,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,8800.488
145,2000,7,0.0,1.0,0.0,0.0,0.0,1,21.0,1.0,0.0,1.0,0.0,1.0,341,172,92,1.11,0.56,0.299,3405565,10.01,5.05,2.7,30.72072,2.2,12.1,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,9020.741
146,2001,7,0.0,1.0,0.0,0.0,0.0,1,21.0,1.0,0.0,1.0,0.0,1.0,318,162,82,1.03,0.525,0.266,3434602,9.26,4.7200003,2.3899999,30.873789,3.3,12.4,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,8989.045
147,2002,7,0.0,1.0,0.0,0.0,0.0,1,21.0,1.0,0.0,0.5,0.5,1.0,325,172,86,1.04,0.55,0.275,3458587,9.309999,4.93,2.46,31.26214,4.3,12.6,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,9038.992
148,2003,7,0.0,1.0,0.0,0.0,0.0,1,21.0,1.0,0.0,0.0,1.0,1.0,298,163,81,0.953,0.521,0.259,3483372,8.44,4.62,2.29,31.2766,5.5,12.9,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,8978.828
149,2004,7,0.0,1.0,0.0,0.0,0.0,1,21.0,1.0,0.0,0.0,1.0,1.0,291,144,61,0.92,0.455,0.193,3504000,8.3,4.11,1.74,31.63043,4.5,13.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9026.949
150,1980,8,1.0,0.0,0.0,0.0,0.0,0,18.0,0.0,0.0,0.0,0.0,0.0,153,102,50,3.6,2.4,1.176,594338,25.739998,17.16,8.41,4.25,7.7,19.8,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7150.813
151,1981,8,1.0,0.0,0.0,0.0,0.0,0,18.0,0.0,0.0,0.0,0.0,0.0,111,66,35,2.49,1.48,0.785,595971,17.380001,11.07,5.87,4.458,7.9,19.699999,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7480.23
152,1982,8,1.0,0.0,0.0,0.0,0.0,0,18.0,0.0,0.0,0.0,0.0,0.167,122,70,38,2.66,1.526,0.829,599135,20.36,11.68,6.34,4.58647,8.5,19.300001,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7655.1533
153,1983,8,1.0,0.0,0.0,0.0,0.0,0,18.0,0.0,0.0,0.833,0.0,1.0,110,66,40,2.25,1.35,0.818,605415,18.17,10.900001,6.61,4.8888903,8.1,18.8,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8075.2705
154,1984,8,1.0,0.0,0.0,0.0,0.0,0,21.0,0.0,0.0,1.0,0.0,1.0,130,63,33,2.53,1.226,0.642,611516,21.259998,10.299999,5.4,5.13834,6.2,18.3,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8402.626
155,1985,8,1.0,0.0,0.0,0.0,0.0,0,21.0,0.0,0.0,1.0,0.0,1.0,104,68,35,1.94,1.268,0.653,618285,16.82,11.0,5.66,5.36082,5.3,17.800001,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8670.468
156,1986,8,1.0,0.0,0.0,0.0,0.0,0,21.0,0.0,0.0,1.0,0.0,1.0,136,83,42,2.36,1.44,0.729,627555,21.67,13.23,6.6900005,5.76271,4.3,17.3,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9182.797
157,1987,8,1.0,0.0,0.0,0.0,0.0,0,21.0,0.0,0.0,1.0,0.0,1.0,146,79,38,2.4,1.299,0.625,636954,22.92,12.4,5.9700003,6.08333,3.2,16.699999,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9550.658
158,1988,8,1.0,0.0,0.0,0.0,0.0,0,21.0,0.0,0.0,1.0,0.0,1.0,160,81,39,2.5,1.266,0.609,647583,24.71,12.51,6.02,6.4,3.2,16.1,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9882.903
159,1989,8,1.0,0.0,0.0,0.0,0.0,0,21.0,0.0,0.0,1.0,0.0,1.0,116,66,35,1.79,1.018,0.54,658232,17.619999,10.030001,5.32,6.48045,3.5,15.6,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9845.237
160,1990,8,1.0,0.0,0.0,0.0,0.0,0,21.0,0.0,0.0,1.0,0.0,1.0,138,74,32,2.11,1.131,0.489,669063,20.63,11.059999,4.7799997,6.54028,5.2,15.099999,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9775.282
161,1991,8,1.0,0.0,0.0,0.0,0.0,0,21.0,0.0,0.0,1.0,0.0,1.0,102,49,32,1.52,0.73,0.477,683080,14.93,7.17,4.68,6.71053,6.3,14.599999,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,9823.93
162,1992,8,1.0,0.0,0.0,0.0,0.0,2,21.0,0.0,0.0,1.0,0.0,1.0,140,64,37,2.03,0.928,0.537,694925,20.150002,9.21,5.32,6.8965497,5.3,14.200001,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,9924.164
163,1993,8,1.0,0.0,0.0,0.0,0.0,2,21.0,0.0,0.0,1.0,0.0,1.0,110,56,27,1.6,0.815,0.393,706378,15.570001,7.93,3.82,6.875,5.3,13.799999,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,9732.749
