,psoda,pfries,pentree,wagest,nmgrs,nregs,hrsopen,emp,psoda2,pfries2,pentree2,wagest2,nmgrs2,nregs2,hrsopen2,emp2,compown,chain,density,crmrte,state,prpblck,prppov,prpncar,hseval,nstores,income,county,lpsoda,lpfries,lhseval,lincome,ldensity,NJ,BK,KFC,RR
370,1.05,1.01,1.11,5.0,3.0,6.0,12.5,12.5,1.01,1.01,0.89,4.75,4.0,6.0,12.0,13.5,1,3,2946.753,0.0517956,2,0.0544514,0.0502634,0.0707113,117600.0,3,43570.0,4,0.04879012,0.009950321,11.675044,10.682124,7.988459,0,0,0,1
371,0.94,0.73,2.53,4.5,3.0,4.0,10.0,5.5,0.94,0.73,2.64,5.0,5.0,4.0,11.0,9.0,1,2,896.5,0.006035,2,0.0166479,0.0504494,0.0877267,114500.0,2,46296.0,4,-0.061875407,-0.3147107,11.64833,10.742811,6.798498,0,0,1,0
372,1.05,0.91,1.05,4.75,3.0,5.0,16.0,17.25,1.01,0.95,0.89,4.91,2.0,5.0,14.0,8.0,1,3,1412.9,0.0107989,2,0.0145029,0.0928655,0.0784191,158700.0,2,54084.0,20,0.04879012,-0.09431065,11.974771,10.8982935,7.2534,0,0,0,1
373,1.05,0.91,1.05,4.25,4.0,5.0,16.0,19.5,1.05,1.01,,,3.0,5.0,15.0,11.25,1,3,1412.9,0.0107989,2,0.0577932,0.0381418,0.0715134,123100.0,2,48141.0,20,0.04879012,-0.09431065,11.720753,10.78189,7.2534,0,0,0,1
374,0.84,0.84,0.94,4.25,3.0,3.0,16.5,21.5,1.03,0.91,0.91,4.75,6.0,3.0,18.0,37.5,0,1,1412.9,0.0107989,2,0.0577932,0.0381418,0.0715134,123100.0,2,48141.0,20,-0.17435342,-0.17435342,11.720753,10.78189,7.2534,0,1,0,0
375,1.05,0.95,1.16,5.0,3.0,3.0,16.0,11.0,1.0,1.01,0.94,4.25,3.0,3.0,15.5,10.5,1,3,4954.0,0.0205894,2,0.0092423,0.0341204,0.0585505,131200.0,2,45772.0,20,0.04879012,-0.051293306,11.784478,10.731428,8.507951,0,0,0,1
376,1.05,0.94,1.16,5.0,4.0,5.0,16.0,15.0,1.01,1.01,0.94,4.75,3.0,5.0,16.0,14.5,1,3,1289.006,0.0198712,2,0.0442396,0.0142377,0.0335069,136400.0,2,49038.0,20,0.04879012,-0.061875407,11.823347,10.800351,7.161627,0,0,0,1
377,0.97,0.82,0.84,4.75,3.0,3.0,16.5,12.5,0.91,0.84,0.86,4.75,3.0,3.0,18.0,31.5,0,1,5406.0,0.006035,2,0.0267276,0.0422458,0.0628277,159400.0,4,51489.0,4,-0.030459179,-0.19845095,11.979172,10.849123,8.595264,0,1,0,0
378,1.04,0.88,0.94,5.0,3.0,3.0,18.0,67.5,1.04,0.86,0.94,4.75,5.0,3.0,18.0,24.0,0,1,896.5,0.006035,2,0.0523678,0.040337,0.0452868,133100.0,3,46886.0,4,0.039220676,-0.12783338,11.798856,10.755474,6.798498,0,1,0,0
379,1.05,0.84,0.96,5.0,5.0,6.0,24.0,18.5,1.11,0.84,0.94,5.0,6.0,6.0,24.0,30.5,0,1,896.5,0.006035,2,0.0523678,0.040337,0.0452868,133100.0,3,46886.0,4,0.04879012,-0.17435342,11.798856,10.755474,6.798498,0,1,0,0
380,0.97,0.84,0.91,4.75,4.0,3.0,18.0,17.0,0.96,0.83,0.87,4.5,3.0,3.0,18.0,21.5,0,1,896.5,0.006035,2,0.0115231,0.0308797,0.0354898,102500.0,1,45160.0,4,-0.030459179,-0.17435342,11.537618,10.717967,6.798498,0,1,0,0
381,0.73,0.73,2.32,5.25,5.0,4.0,10.0,6.0,0.94,0.84,2.32,5.0,2.0,4.0,11.0,9.0,1,2,896.5,0.006035,2,0.0221449,0.0413478,0.0355017,95800.0,2,40648.0,4,-0.3147107,-0.3147107,11.470018,10.612705,6.798498,0,0,1,0
382,1.03,0.84,0.94,4.5,3.0,4.0,18.0,,0.97,0.84,0.91,5.0,4.0,4.0,18.0,19.0,0,1,896.5,0.006035,2,0.0084763,0.034907,0.0368086,119800.0,2,46705.0,4,0.029558774,-0.17435342,11.693579,10.751607,6.798498,0,1,0,0
383,0.94,0.8,0.94,4.75,4.0,2.0,11.5,16.75,0.94,,,,3.0,2.0,11.5,20.0,0,4,896.5,0.006035,2,0.0618702,0.0446208,0.0384408,98700.0,2,43047.0,4,-0.061875407,-0.22314353,11.49984,10.670048,6.798498,0,0,0,0
384,1.05,0.9,0.94,4.25,3.0,4.0,16.0,15.0,1.01,1.01,0.89,4.35,5.0,4.0,15.0,10.0,1,3,896.5,0.006035,2,,,,,1,,4,0.04879012,-0.105360545,,,6.798498,0,0,0,1
385,0.97,0.84,0.91,4.75,4.0,3.0,16.5,14.5,0.97,0.84,1.0,4.5,3.0,3.0,18.0,38.25,0,1,1412.9,0.0107989,2,0.1210589,0.0359122,0.0555331,125100.0,2,45763.0,20,-0.030459179,-0.17435342,11.736869,10.731231,7.2534,0,1,0,0
386,1.01,0.91,1.05,4.75,3.0,6.0,16.5,12.0,1.01,1.01,0.89,4.75,3.0,6.0,15.0,9.5,1,3,3634.487,0.0329994,2,0.1210589,0.0359122,0.0555331,125100.0,2,45763.0,20,0.009950321,-0.09431065,11.736869,10.731231,8.198223,0,0,0,1
387,0.91,0.84,0.85,4.75,3.0,2.0,12.0,25.0,0.98,0.84,0.9,5.0,3.0,2.0,12.0,23.75,1,4,8844.0,0.0697487,2,0.1855296,0.0707771,0.1661133,96300.0,6,40370.0,20,-0.09431065,-0.17435342,11.475224,10.605843,9.087495,0,0,0,0
388,0.95,0.74,2.53,5.25,3.0,3.0,10.0,13.75,0.74,0.73,2.53,5.0,3.0,3.0,11.0,17.0,1,2,8844.0,0.0697487,2,0.1855296,0.0707771,0.1661133,96300.0,6,40370.0,20,-0.051293306,-0.30110508,11.475224,10.605843,9.087495,0,0,1,0
389,0.92,0.72,0.96,5.0,5.0,3.0,18.0,21.5,0.92,0.81,0.87,4.5,4.0,3.0,18.0,26.5,0,1,8844.0,0.0697487,2,0.1855296,0.0707771,0.1661133,96300.0,6,40370.0,20,-0.08338159,-0.32850403,11.475224,10.605843,9.087495,0,1,0,0
390,1.05,0.79,1.01,5.0,3.0,5.0,16.0,26.5,1.01,1.01,0.94,4.75,3.0,5.0,15.0,12.5,0,3,2273.39,0.0310892,2,0.1855296,0.0707771,0.1661133,96300.0,6,40370.0,20,0.04879012,-0.2357223,11.475224,10.605843,7.7290273,0,0,0,1
391,0.9,0.69,1.75,5.0,5.0,2.0,12.0,14.0,0.9,0.69,0.94,5.0,5.0,2.0,12.0,15.5,1,4,6171.429,0.0697487,2,0.0393387,0.0237512,0.0369079,142200.0,3,53087.0,20,-0.105360545,-0.37106368,11.86499,10.879687,8.727686,0,0,0,0
392,1.05,1.01,1.05,5.0,4.0,5.0,16.0,16.25,1.01,1.01,1.05,5.0,3.0,5.0,16.0,11.0,1,3,13176.0,0.0697487,2,0.0393387,0.0237512,0.0369079,142200.0,3,53087.0,20,0.04879012,0.009950321,11.86499,10.879687,9.486153,0,0,0,1
393,0.94,0.73,2.32,5.0,1.0,4.0,10.0,8.5,0.95,0.74,2.33,4.75,3.0,4.0,11.0,10.5,1,2,6171.429,0.0697487,2,0.0055684,0.066641,0.2069127,87200.0,1,35453.0,20,-0.061875407,-0.3147107,11.375959,10.475964,8.727686,0,0,1,0
394,1.13,0.98,1.01,5.0,3.0,3.0,12.5,10.5,1.09,0.94,0.94,4.5,3.0,3.0,13.0,15.0,0,1,1412.9,0.0107989,2,0.0302522,0.0251859,0.0368119,141400.0,4,54252.0,20,0.122217625,-0.020202687,11.859348,10.901395,7.2534,0,1,0,0
395,1.11,0.91,0.95,5.0,2.0,6.0,11.5,13.0,1.05,1.01,0.94,4.75,3.0,6.0,11.0,16.0,1,3,1412.9,0.0107989,2,0.0302522,0.0251859,0.0368119,141400.0,4,54252.0,20,0.10436003,-0.09431065,11.859348,10.901395,7.2534,0,0,0,1
396,0.97,0.84,0.94,5.5,3.0,3.0,18.0,25.5,1.03,0.84,0.94,4.75,3.0,3.0,18.0,23.0,0,1,8844.0,0.0697487,2,0.0475331,0.0198634,0.0228396,220800.0,1,70037.0,20,-0.030459179,-0.17435342,12.305013,11.156779,9.087495,0,1,0,0
397,0.95,0.94,0.95,5.0,3.0,4.0,18.0,55.0,0.97,0.84,0.86,5.0,4.0,4.0,18.0,25.0,0,1,7379.091,0.0368363,2,0.0568067,0.065327,0.1163294,103000.0,3,37830.0,20,-0.051293306,-0.061875407,11.542484,10.540857,8.906405,0,1,0,0
398,1.05,0.91,0.95,4.5,2.0,,13.0,16.5,,,,,0.0,,,0.0,0,3,4783.75,0.0104521,2,0.0338346,0.0366492,0.0,196300.0,1,83379.0,20,0.04879012,-0.09431065,12.187399,11.331152,8.4729805,0,0,0,1
399,0.97,1.05,0.91,4.25,3.0,3.0,16.5,38.5,0.96,0.84,0.91,4.9,3.0,3.0,17.0,20.5,0,1,5679.655,0.0324813,2,0.0224585,0.02757,0.0672836,141800.0,5,51025.0,20,-0.030459179,0.04879012,11.862173,10.840071,8.644646,0,1,0,0
400,1.05,1.01,0.94,5.0,2.0,6.0,14.0,16.5,1.01,1.01,1.05,4.25,3.0,6.0,11.5,11.5,0,3,5679.655,0.0324813,2,0.0224585,0.02757,0.0672836,141800.0,5,51025.0,20,0.04879012,0.009950321,11.862173,10.840071,8.644646,0,0,0,1
401,0.91,0.84,0.84,4.5,3.0,2.0,12.0,19.5,1.01,0.9,0.79,,5.0,2.0,12.0,,1,4,5679.655,0.0324813,2,0.0224585,0.02757,0.0672836,141800.0,5,51025.0,20,-0.09431065,-0.17435342,11.862173,10.840071,8.644646,0,0,0,0
402,1.05,0.9,0.73,5.0,3.0,,16.0,17.5,1.01,1.01,0.89,4.75,3.0,,16.0,15.0,1,3,4098.919,0.0298694,2,0.0346725,0.0077434,0.0254351,102300.0,1,42298.0,8,0.04879012,-0.105360545,11.535665,10.652495,8.318479,0,0,0,1
403,0.97,0.78,0.99,4.25,4.0,3.0,16.5,22.0,0.96,0.84,0.89,6.25,4.0,3.0,17.0,16.0,0,1,4098.919,0.0298694,2,0.0392693,0.0364045,0.076106,121600.0,3,46988.0,8,-0.030459179,-0.2484614,11.708492,10.7576475,8.318479,0,1,0,0
404,0.95,0.74,2.33,4.5,3.0,4.0,10.0,5.5,1.01,0.73,2.32,4.5,3.0,4.0,11.0,10.0,1,2,4098.919,0.0298694,2,0.0392693,0.0364045,0.076106,121600.0,3,46988.0,8,-0.051293306,-0.30110508,11.708492,10.7576475,8.318479,0,0,1,0
405,1.11,1.05,0.94,4.5,3.0,2.0,12.5,10.0,1.11,1.11,1.05,4.5,2.0,2.0,12.5,11.5,1,3,1412.9,0.0107989,2,0.0297277,0.0167543,0.0359461,154200.0,2,54632.0,20,0.10436003,0.04879012,11.946006,10.908375,7.2534,0,0,0,1
406,0.95,0.74,2.33,4.75,3.0,4.0,10.0,8.0,0.95,0.84,2.53,4.25,3.0,4.0,11.0,8.0,1,2,4309.02,0.0257489,2,0.0588402,0.0573621,0.1006929,98200.0,4,40585.0,20,-0.051293306,-0.30110508,11.494761,10.611154,8.368465,0,0,1,0
407,0.97,0.84,0.91,4.25,4.0,3.0,18.0,35.0,0.97,0.86,0.91,4.25,3.0,3.0,18.0,23.5,0,1,4309.02,0.0257489,2,0.0588402,0.0573621,0.1006929,98200.0,4,40585.0,20,-0.030459179,-0.17435342,11.494761,10.611154,8.368465,0,1,0,0
408,0.97,0.86,0.89,4.75,4.0,3.0,17.0,18.5,0.97,0.84,0.86,4.5,2.0,3.0,17.0,33.5,0,1,4309.02,0.0257489,2,0.0588402,0.0573621,0.1006929,98200.0,4,40585.0,20,-0.030459179,-0.15082288,11.494761,10.611154,8.368465,0,1,0,0
409,1.02,0.89,0.9,4.5,3.0,3.0,15.0,29.0,1.02,0.94,0.9,4.5,3.0,3.0,15.0,18.0,0,1,452.4,0.0080905,2,0.0010225,0.0251025,0.0713246,118700.0,2,37477.0,3,0.01980261,-0.11653383,11.684355,10.531483,6.114567,0,1,0,0
