,distid,intid,lunch,enrol,ptr,found,expp,revpp,avgsal,drop,grad,math4,math7,choice,psa,year,staff,avgben,y92,y93,y94,y95,y96,y97,y98,lexpp,lfound,lexpp_1,lfnd_1,lenrol,lenrolsq,lunchsq,lfndsq,math4_1,cmath4,gexpp,gexpp_1,gfound,gfnd_1,clunch,clnchsq,genrol,genrolsq,expp92,lexpp92,math4_92,cpi,rexpp,lrexpp,lrexpp_1,grexpp,grexpp_1
68,3040.0,3,17.92,3166.0,22.2,5130.0,5407,5962.0,38003.0,6.1,78.7,72.0,55.0,11.0,,1997,,,0,0,0,0,0,1,0,8.595449,8.542861,8.5413,8.490438,8.060225,64.96722,321.1264,72.98048,78.0,-6.0,0.054149628,0.0025405884,0.052422523,0.0553236,-0.79999924,-29.311981,0.052524567,0.843956,3679.0,8.210396,42.1,1.605,5407.0,8.595449,8.563986,0.031463623,-0.026557922
69,3040.0,3,20.32,3222.0,21.8,5388.0,5681,6248.0,39831.0,4.9,81.9,80.0,58.0,18.0,,1998,,,0,0,0,0,0,0,1,8.644882,8.591929,8.595449,8.542861,8.077758,65.25017,412.90237,73.82125,72.0,8.0,0.049432755,0.054149628,0.04906845,0.052422523,2.3999996,91.77597,0.017533302,0.28295135,3679.0,8.210396,42.1,1.63,5593.868,8.629426,8.595449,0.033976555,0.031463623
70,3050.0,3,31.1,1665.0,,,4068,,32149.0,7.2,80.8,21.8,18.9,,,1992,106.0,97.0,1,0,0,0,0,0,0,8.310906,,,,7.4175806,55.0205,967.21,,,,,,,,,,,,,,,1.403,4653.699,8.445417,,,
71,3050.0,3,33.4,1643.0,,,4246,,29414.0,6.7,76.1,34.8,43.0,,,1993,104.6,5675.0,0,1,0,0,0,0,0,8.353733,,8.310906,,7.404279,54.823353,1115.56,,21.8,13.0,0.042826653,,,,2.3000011,148.35004,-0.0133013725,-0.19714737,4068.0,8.310906,21.8,1.445,4716.145,8.458747,8.445417,0.013329506,
72,3050.0,3,30.3,1643.0,,,4625,,69335.0,6.3,77.5,38.3,34.7,,,1994,45.8,18640.0,0,0,1,0,0,0,0,8.439232,,8.353733,,7.404279,54.823353,918.08997,,34.8,3.5,0.08549881,0.042826653,,,-3.1000023,-197.4701,0.0,0.0,4068.0,8.310906,21.8,1.482,5008.8564,8.518963,8.458747,0.06021595,0.013329506
73,3050.0,3,34.2,1521.0,21.3,4754.0,5438,5765.0,38845.0,9.64,71.4,45.7,41.6,,0.0,1995,,,0,0,0,1,0,0,0,8.601167,8.466742,8.439232,,7.327123,53.686733,1169.64,71.685715,38.3,7.4000015,0.16193485,0.08549881,,,3.9000015,251.55005,-0.07715607,-1.1366196,4068.0,8.310906,21.8,1.524,5727.0273,8.652952,8.518963,0.13398933,0.06021595
74,3050.0,3,30.84,1553.0,21.4,5000.0,5371,6006.0,36287.0,0.0,,42.6,61.7,,0.0,1996,,,0,0,0,0,1,0,0,8.588769,8.517193,8.601167,8.466742,7.347944,53.99228,951.1056,72.54257,45.7,-3.1000023,-0.012397766,0.16193485,0.05045128,,-3.3600006,-218.53442,0.020820618,0.3055458,4068.0,8.310906,21.8,1.569,5494.2354,8.611455,8.652952,-0.04149723,0.13398933
75,3050.0,3,30.34,1602.0,21.6,5245.0,5762,6154.0,38220.0,7.7,72.9,43.0,57.0,0.0,34.0,1997,,,0,0,0,0,0,1,0,8.6590395,8.56503,8.588769,8.517193,7.3790083,54.449764,920.5156,73.35974,42.6,0.40000153,0.07027054,-0.012397766,0.047837257,0.05045128,-0.5,-30.589966,0.03106451,0.4574852,4068.0,8.310906,21.8,1.605,5762.0,8.6590395,8.611455,0.047584534,-0.04149723
76,3050.0,3,31.59,1612.0,22.1,5462.0,6076,6578.0,39713.0,12.5,59.1,67.0,52.0,0.0,58.0,1998,,,0,0,0,0,0,0,1,8.712102,8.60557,8.6590395,8.56503,7.385231,54.541637,997.9281,74.05583,43.0,24.0,0.05306244,0.07027054,0.04053974,0.047837257,1.25,77.412476,0.006222725,0.09187317,4068.0,8.310906,21.8,1.63,5982.81,8.696646,8.6590395,0.03760624,0.047584534
77,3060.0,3,26.6,877.0,,,3753,,26650.0,6.9,75.3,36.4,19.4,,,1992,98.6,5065.0,1,0,0,0,0,0,0,8.23031,,,,6.776507,45.921047,707.56,,,,,,,,,,,,,,,1.403,4293.346,8.364821,,,
78,3060.0,3,28.4,873.0,,,3942,,27139.0,13.0,58.5,41.3,14.8,,,1993,103.5,5410.0,0,1,0,0,0,0,0,8.279444,,8.23031,,6.7719355,45.85911,806.56,,36.4,4.8999977,0.0491333,,,,1.7999992,99.0,-0.004571438,-0.061935425,3753.0,8.23031,36.4,1.445,4378.4844,8.384458,8.364821,0.019636154,
79,3060.0,3,29.4,860.0,,,4417,,25443.0,4.9,82.0,48.4,40.3,,,1994,119.5,7405.0,0,0,1,0,0,0,0,8.393216,,8.279444,,6.7569323,45.65613,864.36,,41.3,7.1000023,0.11377239,0.0491333,,,1.0,57.799988,-0.015003204,-0.20298004,3753.0,8.23031,36.4,1.482,4783.5933,8.472947,8.384458,0.08848953,0.019636154
80,3060.0,3,30.69,859.0,20.0,4636.0,5049,5576.0,36264.0,-0.95,108.1,49.4,36.6,,0.0,1995,,,0,0,0,1,0,0,0,8.526945,8.441607,8.393216,,6.755769,45.64041,941.87616,71.260735,48.4,1.0,0.13372898,0.11377239,,,1.2900009,77.516174,-0.0011634827,-0.015720367,3753.0,8.23031,36.4,1.524,5317.352,8.578731,8.472947,0.10578346,0.08848953
81,3060.0,3,29.72,842.0,18.8,4895.0,5354,5622.0,36130.0,2.74,88.9,68.6,30.2,,0.0,1996,,,0,0,0,0,1,0,0,8.585599,8.49597,8.526945,8.441607,6.7357802,45.370735,883.2784,72.1815,49.4,19.199997,0.05865383,0.13372898,0.054362297,,-0.9700012,-58.59778,-0.019988537,-0.2696762,3753.0,8.23031,36.4,1.569,5476.845,8.608285,8.578731,0.029554367,0.10578346
82,3060.0,3,24.12,825.0,19.5,5154.0,5654,6178.0,37632.0,8.1,74.0,43.0,43.0,0.0,,1997,,,0,0,0,0,0,1,0,8.640119,8.547528,8.585599,8.49597,6.7153835,45.096375,581.7744,73.06024,68.6,-25.599998,0.054519653,0.05865383,0.051558495,0.054362297,-5.5999985,-301.50397,-0.02039671,-0.27436066,3753.0,8.23031,36.4,1.605,5654.0,8.640119,8.608285,0.03183365,0.029554367
83,3060.0,3,23.77,816.0,18.8,5408.0,5913,6422.0,36825.0,3.7,83.4,70.0,47.0,0.0,,1998,,,0,0,0,0,0,0,1,8.684909,8.595634,8.640119,8.547528,6.7044144,44.949173,565.01294,73.88493,43.0,27.0,0.044790268,0.054519653,0.048106194,0.051558495,-0.35000038,-16.761475,-0.010969162,-0.14720154,3753.0,8.23031,36.4,1.63,5822.31,8.669453,8.640119,0.029334068,0.03183365
84,3070.0,3,18.0,1283.0,,,3430,,26282.0,6.7,76.2,33.7,16.7,,,1992,97.3,4224.0,1,0,0,0,0,0,0,8.140316,,,,7.156956,51.222023,324.0,,,,,,,,,,,,,,,1.403,3923.8418,8.274826,,,
85,3070.0,3,22.1,1305.0,,,3654,,28684.0,6.6,76.5,31.6,27.4,,,1993,93.6,4883.0,0,1,0,0,0,0,0,8.203578,,8.140316,,7.1739583,51.46568,488.41,,33.7,-2.1000004,0.063261986,,,,4.1000004,164.41,0.017002106,0.24365616,3430.0,8.140316,33.7,1.445,4058.595,8.308592,8.274826,0.033765793,
86,3070.0,3,21.6,1369.0,,,3807,,36020.0,6.2,78.9,47.1,33.7,,,1994,74.2,8894.0,0,0,1,0,0,0,0,8.2445965,,8.203578,,7.2218356,52.15491,466.56003,,31.6,15.499998,0.041018486,0.063261986,,,-0.5,-21.849976,0.04787731,0.6892319,3430.0,8.140316,33.7,1.482,4122.966,8.324328,8.308592,0.01573658,0.033765793
87,3070.0,3,20.24,1365.0,23.4,4352.0,4735,5060.0,37730.0,-1.27,105.4,58.9,34.2,,0.0,1995,,,0,0,0,1,0,0,0,8.462737,8.37839,8.2445965,,7.2189097,52.11266,409.6576,70.197426,47.1,11.800003,0.2181406,0.041018486,,,-1.3600006,-56.902435,-0.0029258728,-0.042251587,3430.0,8.140316,33.7,1.524,4986.663,8.514523,8.324328,0.19019413,0.01573658
88,3070.0,3,19.79,1352.0,24.1,4642.0,5082,5251.0,42228.0,9.7,66.7,48.5,34.0,,0.0,1996,,,0,0,0,0,1,0,0,8.533461,8.442901,8.462737,8.37839,7.20934,51.974586,391.64413,71.28257,58.9,-10.400002,0.07072353,0.2181406,0.064510345,,-0.44999886,-18.013458,-0.009569645,-0.13807297,3430.0,8.140316,33.7,1.569,5198.604,8.556146,8.514523,0.041623116,0.19019413
89,3070.0,3,18.79,1324.0,21.1,4934.0,5479,5759.0,41064.0,0.4,97.7,62.0,36.0,0.0,,1997,,,0,0,0,0,0,1,0,8.608678,8.503905,8.533461,8.442901,7.1884127,51.673275,353.06415,72.31641,48.5,13.5,0.07521725,0.07072353,0.06100464,0.064510345,-1.0,-38.579987,-0.02092743,-0.3013115,3430.0,8.140316,33.7,1.605,5479.0,8.608678,8.556146,0.052532196,0.041623116
90,3070.0,3,19.0,1314.0,21.5,5223.0,5568,6002.0,44067.0,5.5,78.9,80.0,60.0,17.0,,1998,,,0,0,0,0,0,0,1,8.624791,8.560827,8.608678,8.503905,7.1808314,51.56434,361.0,73.287766,62.0,18.0,0.016113281,0.07521725,0.05692196,0.06100464,0.20999908,7.935852,-0.007581234,-0.10893631,3430.0,8.140316,33.7,1.63,5482.601,8.609335,8.608678,0.0006570816,0.052532196
91,3080.0,70,15.3,540.0,,,5856,,30363.0,5.5,79.6,30.0,54.8,,,1992,138.0,5811.0,1,0,0,0,0,0,0,8.675222,,,,6.291569,39.583843,234.09001,,,,,,,,,,,,,,,1.403,6699.1304,8.809733,,,
92,3080.0,70,18.7,594.0,,,5738,,33763.0,3.8,82.8,44.2,50.0,,,1993,123.0,6884.0,0,1,0,0,0,0,0,8.654866,,8.675222,,6.3868794,40.79223,349.69003,,30.0,14.200001,-0.020356178,,,,3.4000006,115.60002,0.09531021,1.2083855,5856.0,8.675222,30.0,1.445,6373.349,8.75988,8.809733,-0.049853325,
93,3080.0,70,21.2,657.0,,,5964,,35351.0,0.0,100.0,54.9,51.7,,,1994,112.6,10078.0,0,0,1,0,0,0,0,8.693497,,8.654866,,6.4876842,42.090046,449.44003,,44.2,10.700001,0.038630486,-0.020356178,,,2.5,99.75,0.100804806,1.2978172,5856.0,8.675222,30.0,1.482,6458.988,8.773228,8.75988,0.013347626,-0.049853325
94,3080.0,70,21.53,691.0,19.1,6831.0,6292,7411.0,43847.0,5.85,84.0,65.4,66.7,,0.0,1995,,,0,0,0,1,0,0,0,8.747034,8.8292265,8.693497,,6.53814,42.747272,463.54092,77.95524,54.9,10.5,0.05353737,0.038630486,,,0.32999992,14.100891,0.05045557,0.65722656,5856.0,8.675222,30.0,1.524,6626.417,8.79882,8.773228,0.02559185,0.013347626
95,3080.0,70,25.71,700.0,17.8,6984.0,6841,7842.0,42386.0,2.19,88.4,61.0,57.9,,0.0,1996,,,0,0,0,0,1,0,0,8.830689,8.8513775,8.747034,8.8292265,6.55108,42.916653,661.004,78.346886,65.4,-4.4000015,0.08365536,0.05353737,0.022150993,,4.1799984,197.4631,0.012940407,0.16938019,5856.0,8.675222,30.0,1.569,6997.964,8.8533745,8.79882,0.05455494,0.02559185
96,3080.0,70,20.5,694.0,17.3,7139.0,6609,7202.0,41084.0,6.4,77.8,48.0,51.0,0.0,,1997,,,0,0,0,0,0,1,0,8.796187,8.873328,8.830689,8.8513775,6.542472,42.80394,420.25,78.735954,61.0,-13.0,-0.03450203,0.08365536,0.021950722,0.022150993,-5.209999,-240.75403,-0.008608341,-0.11271286,5856.0,8.675222,30.0,1.605,6609.0,8.796187,8.8533745,-0.05718708,0.05455494
97,3080.0,70,20.53,693.0,16.9,7293.0,7209,8373.0,40252.0,2.8,88.9,77.0,63.0,0.0,,1998,,,0,0,0,0,0,0,1,8.883085,8.8946705,8.796187,8.873328,6.54103,42.785072,421.48093,79.115166,48.0,29.0,0.08689785,-0.03450203,0.021342278,0.021950722,0.030000687,1.2309265,-0.0014419556,-0.018867493,5856.0,8.675222,30.0,1.63,7098.4326,8.867629,8.796187,0.07144165,-0.05718708
98,3100.0,70,9.7,2723.0,,,4121,,29560.0,4.9,82.0,39.7,52.1,,,1992,94.7,4894.0,1,0,0,0,0,0,0,8.323852,,,,7.9094896,62.560028,94.09,,,,,,,,,,,,,,,1.403,4714.33,8.458362,,,
99,3100.0,70,13.3,2774.0,,,4475,,30860.0,4.0,86.3,46.8,58.4,,,1993,91.3,8435.0,0,1,0,0,0,0,0,8.406261,,8.323852,,7.9280457,62.85391,176.89,,39.7,7.0999985,0.08240986,,,,3.6000004,82.8,0.018556118,0.29388046,4121.0,8.323852,39.7,1.445,4970.5015,8.511276,8.458362,0.05291462,
100,3100.0,70,10.9,2112.0,,,3966,,33356.0,7.1,72.9,46.7,53.2,,,1994,85.1,8812.0,0,0,1,0,0,0,0,8.285513,,8.406261,,7.6553907,58.605007,118.80999,,46.8,-0.099998474,-0.12074852,0.08240986,,,-2.4000006,-58.08001,-0.272655,-4.2489014,4121.0,8.323852,39.7,1.482,4295.162,8.365245,8.511276,-0.14603138,0.05291462
101,3100.0,70,11.92,2131.0,23.5,4649.0,4390,5156.0,41644.0,6.32,77.2,65.3,53.8,,0.0,1995,,,0,0,0,1,0,0,0,8.387085,8.444407,8.285513,,7.6643467,58.74221,142.0864,71.308014,46.7,18.600002,0.10157204,-0.12074852,,,1.0200005,23.276405,0.0089559555,0.13720322,4121.0,8.323852,39.7,1.524,4623.3267,8.438869,8.365245,0.07362461,-0.14603138
102,3100.0,70,9.59,2132.0,23.3,4906.0,4803,5526.0,42493.0,3.75,81.7,64.1,71.3,,0.0,1996,,,0,0,0,0,1,0,0,8.476996,8.498214,8.387085,8.444407,7.664816,58.7494,91.9681,72.219635,65.3,-1.2000046,0.08991146,0.10157204,0.053806305,,-2.33,-50.118294,0.00046920776,0.0071907043,4121.0,8.323852,39.7,1.569,4913.2026,8.499681,8.438869,0.060811996,0.07362461
103,3100.0,70,11.63,2224.0,23.3,5164.0,4894,5736.0,42656.0,7.2,73.7,62.0,55.0,0.0,,1997,,,0,0,0,0,0,1,0,8.495766,8.549467,8.476996,8.498214,7.7070627,59.398815,135.2569,73.09338,64.1,-2.0999985,0.018769264,0.08991146,0.05125332,0.053806305,2.04,43.288795,0.04224682,0.64941406,4121.0,8.323852,39.7,1.605,4894.0,8.495766,8.499681,-0.0039157867,0.060811996
104,3100.0,70,10.81,2219.0,22.4,5416.0,5045,6158.0,44476.0,4.6,82.1,80.0,60.0,0.0,,1998,,,0,0,0,0,0,0,1,8.526153,8.597113,8.495766,8.549467,7.704812,59.36413,116.85611,73.91035,62.0,18.0,0.030386925,0.018769264,0.04764557,0.05125332,-0.8199997,-18.400787,-0.0022506714,-0.034687042,4121.0,8.323852,39.7,1.63,4967.6226,8.510696,8.495766,0.014930725,-0.0039157867
105,3440.0,3,0.0,53.0,,,2170,,18058.0,,,100.0,,,,1992,81.1,2713.0,1,0,0,0,0,0,0,7.6824822,,,,3.9702919,15.763217,0.0,,,,,,,,,,,,,,,1.403,2482.4304,7.816993,,,
106,3440.0,3,0.0,51.0,,,2554,,15115.0,,,25.0,,,,1993,117.6,1868.0,0,1,0,0,0,0,0,7.845416,,7.6824822,,3.9318256,15.459253,0.0,,100.0,-75.0,0.16293383,,,,0.0,0.0,-0.038466215,-0.30396366,2170.0,7.6824822,100.0,1.445,2836.7957,7.9504304,7.816993,0.13343716,
107,3440.0,3,0.0,50.0,,,3006,,15144.0,0.0,,75.0,0.0,,,1994,140.0,1889.0,0,0,1,0,0,0,0,8.008366,,7.845416,,3.912023,15.303925,0.0,,25.0,50.0,0.16294956,0.16293383,,,0.0,0.0,-0.01980257,-0.15532875,2170.0,7.6824822,100.0,1.482,3255.4858,8.088097,7.9504304,0.13766623,0.13343716
108,3440.0,3,0.0,31.0,14.1,6213.0,5569,8580.0,47209.0,0.0,,60.0,0.0,,0.0,1995,,,0,0,0,1,0,0,0,8.62497,8.734399,8.008366,,3.4339871,11.792268,0.0,76.28973,75.0,-15.0,0.6166048,0.16294956,,,0.0,0.0,-0.47803593,-3.5116568,2170.0,7.6824822,100.0,1.524,5864.9897,8.676756,8.088097,0.5886593,0.13766623
109,3440.0,3,0.0,30.0,9.3,6366.0,6902,10102.0,37836.0,0.0,,77.8,0.0,,0.0,1996,,,0,0,0,0,1,0,0,8.839566,8.758727,8.62497,8.734399,3.4011974,11.568144,0.0,76.7153,60.0,17.800003,0.2145958,0.6166048,0.024328232,,0.0,0.0,-0.032789707,-0.22412395,2170.0,7.6824822,100.0,1.569,7060.3633,8.862252,8.676756,0.18549633,0.5886593
110,3440.0,3,0.0,27.0,13.3,6521.0,8216,6140.0,65617.0,,,14.0,,0.0,,1997,,,0,0,0,0,0,1,0,9.013839,8.782783,8.839566,8.758727,3.295837,10.862541,0.0,77.13727,77.8,-63.800003,0.17427254,0.2145958,0.024055481,0.024328232,0.0,0.0,-0.10536051,-0.70560265,2170.0,7.6824822,100.0,1.605,8216.0,9.013839,8.862252,0.15158653,0.18549633
111,3440.0,3,0.0,26.0,11.7,6675.0,7657,8204.0,43274.0,,,100.0,,0.0,,1998,,,0,0,0,0,0,0,1,8.943376,8.806125,9.013839,8.782783,3.2580965,10.615192,0.0,77.54783,14.0,86.0,-0.07046318,0.17427254,0.023342133,0.024055481,0.0,0.0,-0.03774047,-0.24734879,2170.0,7.6824822,100.0,1.63,7539.5615,8.927919,9.013839,-0.08591938,0.15158653
112,4000.0,4,40.2,2087.0,,,3705,,28169.0,6.4,77.0,29.0,28.1,,,1992,97.8,5420.0,1,0,0,0,0,0,0,8.217439,,,,7.6434827,58.42283,1616.04,,,,,,,,,,,,,,,1.403,4238.4355,8.35195,,,
113,4000.0,4,41.5,2078.0,,,4056,,29052.0,7.6,73.6,35.3,33.4,,,1993,101.0,6357.0,0,1,0,0,0,0,0,8.307953,,8.217439,,7.639161,58.35678,1722.25,,29.0,6.299999,0.09051418,,,,1.2999992,106.20996,-0.004321575,-0.06604767,3705.0,8.217439,29.0,1.445,4505.107,8.412967,8.35195,0.061017036,
114,4000.0,4,40.1,2049.0,,,4543,,26305.0,5.6,78.5,38.7,32.8,,,1994,106.7,7612.0,0,0,1,0,0,0,0,8.421343,,8.307953,,7.6251073,58.14226,1608.0099,,35.3,3.4000015,0.11338997,0.09051418,,,-1.4000015,-114.24011,-0.014053822,-0.2145195,3705.0,8.217439,29.0,1.482,4920.051,8.501074,8.412967,0.08810711,0.061017036
115,4000.0,4,34.99,1992.0,24.3,4386.0,4969,5446.0,40980.0,4.97,82.9,60.4,53.3,,0.0,1995,,,0,0,0,1,0,0,0,8.510974,8.386173,8.421343,,7.5968943,57.712803,1224.3002,70.3279,38.7,21.7,0.08963108,0.11338997,,,-5.109997,-383.70972,-0.028213024,-0.42945862,3705.0,8.217439,29.0,1.524,5233.1,8.562759,8.501074,0.061685562,0.08810711
116,4000.0,4,34.08,476.0,23.6,0.0,3515,0.0,40320.0,0.0,,65.0,59.2,,0.0,1996,,,0,0,0,0,1,0,0,8.164795,,8.510974,8.386173,6.1654177,38.012375,1161.4465,,60.4,4.5999985,-0.346179,0.08963108,,,-0.90999985,-62.853638,-1.4314766,-19.700428,3705.0,8.217439,29.0,1.569,3595.6501,8.18748,8.562759,-0.37527943,0.061685562
117,4000.0,4,35.13,476.0,23.3,0.0,3654,0.0,41152.0,,,55.0,47.0,0.0,0.0,1997,,,0,0,0,0,0,1,0,8.203578,,8.164795,,6.1654177,38.012375,1234.117,,65.0,-10.0,0.038783073,-0.346179,,,1.0499992,72.67041,0.0,0.0,3705.0,8.217439,29.0,1.605,3654.0,8.203578,8.18748,0.016098022,-0.37527943
118,4000.0,4,36.43,465.0,22.5,0.0,3887,0.0,42340.0,,,72.0,59.0,0.0,0.0,1998,,,0,0,0,0,0,0,1,8.265393,,8.203578,,6.1420374,37.724625,1327.1449,,55.0,17.0,0.06181526,0.038783073,,,1.2999992,93.027954,-0.02338028,-0.28775024,3705.0,8.217439,29.0,1.63,3827.3835,8.249937,8.203578,0.046359062,0.016098022
119,4010.0,4,30.1,5971.0,,,3567,,26250.0,6.3,77.6,33.1,28.5,,,1992,101.1,5230.0,1,0,0,0,0,0,0,8.179481,,,,8.69467,75.59728,906.01,,,,,,,,,,,,,,,1.403,4080.5667,8.313992,,,
120,4010.0,4,30.9,5945.0,,,3765,,29419.0,8.7,70.5,47.5,40.8,,,1993,94.3,6313.0,0,1,0,0,0,0,0,8.233503,,8.179481,,8.690306,75.521416,954.81,,33.1,14.400002,0.05402279,,,,0.79999924,48.799988,-0.0043640137,-0.0758667,3567.0,8.179481,33.1,1.445,4181.8857,8.338517,8.313992,0.024525642,
121,4010.0,4,30.0,5954.0,,,4115,,29500.0,3.8,84.4,47.5,48.1,,,1994,97.8,8369.0,0,0,1,0,0,0,0,8.322394,,8.233503,,8.691818,75.54771,900.0,,47.5,0.0,0.08889103,0.05402279,,,-0.8999996,-54.809998,0.0015125275,0.026290894,3567.0,8.179481,33.1,1.482,4456.5283,8.402125,8.338517,0.06360817,0.024525642
122,4010.0,4,32.39,5773.0,26.1,4211.0,4711,5117.0,41827.0,6.33,78.4,63.1,56.2,,0.0,1995,,,0,0,0,1,0,0,0,8.457656,8.345455,8.322394,,8.660947,75.012,1049.112,69.64662,47.5,15.599998,0.13526154,0.08889103,,,2.3899994,149.11206,-0.030871391,-0.53570557,3567.0,8.179481,33.1,1.524,4961.3877,8.50944,8.402125,0.10731506,0.06360817
123,4010.0,4,31.27,5842.0,24.1,4516.0,5118,5508.0,39714.0,8.07,71.9,64.9,63.9,,0.0,1996,,,0,0,0,0,1,0,0,8.540519,8.415382,8.457656,8.345455,8.672829,75.21796,977.8129,70.81866,63.1,1.800003,0.082862854,0.13526154,0.069927216,,-1.1199989,-71.29913,0.011881828,0.2059555,3567.0,8.179481,33.1,1.569,5235.43,8.563205,8.50944,0.053764343,0.10731506
124,4010.0,4,32.17,5843.0,23.1,4825.0,5305,5847.0,39804.0,7.5,74.0,57.0,50.0,0.0,,1997,,,0,0,0,0,0,1,0,8.576406,8.481566,8.540519,8.415382,8.672999,75.22092,1034.9088,71.936966,64.9,-7.9000015,0.035886765,0.082862854,0.066184044,0.069927216,0.8999977,57.095886,0.0001707077,0.002960205,3567.0,8.179481,33.1,1.605,5305.0,8.576406,8.563205,0.01320076,0.053764343
125,4010.0,4,34.11,5713.0,21.8,5170.0,5630,6222.0,40150.0,4.1,84.2,70.0,63.0,0.0,,1998,,,0,0,0,0,0,0,1,8.635864,8.550628,8.576406,8.481566,8.650499,74.83114,1163.4922,73.113235,57.0,13.0,0.059458733,0.035886765,0.06906128,0.066184044,1.9400024,128.58337,-0.022500038,-0.38977814,3567.0,8.179481,33.1,1.63,5543.6504,8.620408,8.576406,0.044002533,0.01320076
126,5010.0,28,41.5,184.0,,,4340,,20265.0,2.0,88.9,7.1,16.7,,,1992,130.8,4720.0,1,0,0,0,0,0,0,8.375629,,,,5.214936,27.195555,1722.25,,,,,,,,,,,,,,,1.403,4964.861,8.51014,,,
127,5010.0,28,45.5,186.0,,,4857,,21565.0,0.0,103.1,15.4,14.3,,,1993,129.0,4800.0,0,1,0,0,0,0,0,8.488176,,8.375629,,5.2257466,27.308428,2070.25,,7.1,8.299999,0.11254692,,,,4.0,348.0,0.010810852,0.11287308,4340.0,8.375629,7.1,1.445,5394.7993,8.593191,8.51014,0.08305073,
128,5010.0,28,45.9,180.0,,,5267,,23269.0,4.1,85.6,15.4,11.1,,,1994,128.1,7638.0,0,0,1,0,0,0,0,8.569216,,8.488176,,5.192957,26.9668,2106.81,,15.4,0.0,0.08103943,0.11254692,,,0.40000153,36.56006,-0.032789707,-0.34162712,4340.0,8.375629,7.1,1.482,5704.1396,8.648948,8.593191,0.05575657,0.08305073
129,5010.0,28,50.25,192.0,17.6,5425.0,5130,7000.0,26276.0,2.04,92.9,27.3,23.5,,0.0,1995,,,0,0,0,1,0,0,0,8.542861,8.598773,8.569216,,5.2574954,27.641258,2525.0625,73.938896,15.4,11.9,-0.02635479,0.08103943,,,4.3499985,418.25244,0.06453848,0.67445755,4340.0,8.375629,7.1,1.524,5402.657,8.594646,8.648948,-0.054301262,0.05575657
130,5010.0,28,48.42,190.0,16.8,5578.0,6027,7203.0,30026.0,2.0,90.0,33.3,21.4,,0.0,1996,,,0,0,0,0,1,0,0,8.704004,8.626586,8.542861,8.598773,5.247024,27.531261,2344.4963,74.417984,27.3,6.0,0.1611433,-0.02635479,0.027812958,,-1.8300018,-180.56616,-0.010471344,-0.109996796,4340.0,8.375629,7.1,1.569,6165.2866,8.72669,8.594646,0.13204384,-0.054301262
131,5010.0,28,47.92,193.0,17.0,5733.0,6283,6930.0,32530.0,7.2,71.4,9.0,21.0,8.0,,1997,,,0,0,0,0,0,1,0,8.745603,8.653995,8.704004,8.626586,5.26269,27.695908,2296.3262,74.891624,33.3,-24.3,0.04159832,0.1611433,0.0274086,0.027812958,-0.5,-48.170166,0.015666008,0.16464615,4340.0,8.375629,7.1,1.605,6283.0,8.745603,8.72669,0.018912315,0.13204384
132,5010.0,28,45.31,188.0,14.1,5887.0,7035,6943.0,28090.0,1.8,90.9,50.0,0.0,0.0,0.0,1998,,,0,0,0,0,0,0,1,8.858653,8.680502,8.745603,8.653995,5.236442,27.420326,2052.9963,75.35111,9.0,41.0,0.11305046,0.04159832,0.026507378,0.0274086,-2.6099968,-243.32983,-0.026247978,-0.27558136,4340.0,8.375629,7.1,1.63,6927.101,8.843197,8.745603,0.09759426,0.018912315
133,5035.0,15,27.4,489.0,,,4311,,26953.0,2.0,93.3,48.6,23.1,,,1992,112.5,5945.0,1,0,0,0,0,0,0,8.368925,,,,6.1923623,38.345352,750.75995,,,,,,,,,,,,,,,1.403,4931.6855,8.503436,,,
134,5035.0,15,32.3,491.0,,,4643,,29865.0,3.5,86.3,50.0,53.8,,,1993,112.8,6678.0,0,1,0,0,0,0,0,8.443116,,8.368925,,6.196444,38.39592,1043.2899,,48.6,1.4000015,0.07419109,,,,4.8999996,292.52997,0.004081726,0.050567627,4311.0,8.368925,48.6,1.445,5157.1035,8.54813,8.503436,0.044693947,
135,5035.0,15,33.1,486.0,,,5270,,31696.0,2.9,88.2,51.4,31.7,,,1994,113.2,9281.0,0,0,1,0,0,0,0,8.569786,,8.443116,,6.1862087,38.269176,1095.6099,,50.0,1.4000015,0.12666988,0.07419109,,,0.79999924,52.319946,-0.01023531,-0.12674332,4311.0,8.368925,48.6,1.482,5707.3887,8.649517,8.54813,0.101387024,0.044693947
136,5035.0,15,33.46,512.0,19.5,5961.0,5821,6722.0,40716.0,1.37,93.3,48.8,64.9,,0.0,1995,,,0,0,0,1,0,0,0,8.669228,8.692993,8.569786,,6.2383246,38.916695,1119.5715,75.56813,51.4,-2.6000023,0.09944153,0.12666988,,,0.3600006,23.96167,0.052115917,0.64751816,4311.0,8.368925,48.6,1.524,6130.384,8.721013,8.649517,0.07149601,0.101387024
137,5035.0,15,31.02,501.0,19.7,6114.0,6171,7364.0,44065.0,1.3,101.0,58.5,58.1,,0.0,1996,,,0,0,0,0,1,0,0,8.727616,8.718336,8.669228,8.692993,6.216606,38.64619,962.2404,76.009384,48.8,9.700001,0.05838871,0.09944153,0.025342941,,-2.4399986,-157.33112,-0.021718502,-0.270504,4311.0,8.368925,48.6,1.569,6312.591,8.750301,8.721013,0.029288292,0.07149601
